arrival_hour,park_duration,energy_gap,demand_level_encoded,price_sensitive,action_index,action_value
7,9.837777777777776,6.786258333199999,2,Free Period,2,0.0
7,6.39,5.75194291673333,1,Free Period,1,-0.1
7,5.338055555555556,15.85137597225,2,Free Period,3,0.1
7,7.5525,-0.8830536111083003,1,Free Period,2,0.0
7,5.268888888888889,8.81324375,1,Free Period,2,0.0
7,4.2575,7.25970805565,2,Free Period,2,0.0
7,8.24638888888889,-41.3392508331833,1,Free Period,4,0.2
7,7.200277777777778,2.40201916670833,1,Free Period,4,0.2
7,7.166388888888889,1.431321666525001,2,Free Period,1,-0.1
7,9.098055555555556,4.406009999991699,2,Free Period,2,0.0
8,8.988888888888889,0.6527876388499996,0,Free Period,4,0.2
8,8.446666666666667,7.72594402775,2,Free Period,4,0.2
8,7.866111111111111,1.5474650000167005,2,Free Period,4,0.2
8,12.34388888888889,19.77670583325,2,Free Period,1,-0.1
8,11.73277777777778,4.90912680545,1,Free Period,1,-0.1
8,8.461944444444445,3.0242902777583005,2,Free Period,2,0.0
8,8.59388888888889,1.8053497222167003,2,Free Period,3,0.1
8,8.512777777777778,-0.0219566666000003,0,Free Period,2,0.0
8,7.439166666666667,7.09540666665,2,Free Period,4,0.2
8,8.395555555555555,4.691117638883329,1,Free Period,4,0.2
8,8.375,0.7591373610666707,0,Free Period,0,-0.2
8,3.3402777777777777,1.5307598611332995,1,Free Period,2,0.0
8,7.3069444444444445,-7.661332499983301,0,Free Period,4,0.2
8,3.8852777777777776,14.38225861111667,2,Free Period,4,0.2
9,4.699166666666667,7.88076638884167,1,Free Period,3,0.1
9,6.165,-13.68138597235,2,Free Period,0,-0.2
11,4.325277777777778,2.912897916625,1,Free Period,2,0.0
12,3.859166666666667,4.1249336110833,2,Free Period,1,-0.1
12,5.858055555555556,7.935899027774999,2,Free Period,2,0.0
12,4.794444444444444,-1.9482863889083308,0,Free Period,2,0.0
12,3.695555555555556,1.6850968055999995,1,Free Period,3,0.1
12,2.5280555555555555,0.972894305625,0,Free Period,2,0.0
12,4.495833333333334,1.46495249991667,1,Free Period,3,0.1
12,3.158333333333333,5.033553750158299,2,Free Period,3,0.1
12,5.053333333333334,2.73932861110833,0,Free Period,4,0.2
13,3.8447222222222224,0.5178243055500005,0,Free Period,1,-0.1
13,2.584722222222222,2.255760694441671,1,Free Period,3,0.1
13,3.444722222222222,8.899035555525,1,Free Period,0,-0.2
13,6.922222222222223,26.7765381944417,2,Free Period,0,-0.2
14,1.878055555555556,0.92912291665,0,Free Period,1,-0.1
15,1.2327777777777778,0.7836772222083299,0,Free Period,3,0.1
15,2.901388888888889,-0.1951737500667008,1,Free Period,1,-0.1
15,2.087222222222222,0.970851388925,0,Free Period,4,0.2
6,6.363888888888889,8.50325486109167,1,Free Period,0,-0.2
6,10.242777777777778,0.3488904165999997,0,Free Period,2,0.0
6,5.2225,6.79644666664167,1,Free Period,0,-0.2
6,6.163611111111111,6.96386944450833,1,Free Period,3,0.1
6,5.127222222222223,5.268398611149999,2,Free Period,1,-0.1
6,3.0058333333333334,4.34219861113333,1,Free Period,0,-0.2
7,8.306666666666667,3.5920758333499982,2,Free Period,2,0.0
7,16.17861111111111,6.5781715277417,2,Free Period,2,0.0
7,8.402777777777779,3.15242305555833,0,Free Period,1,-0.1
7,7.280277777777778,3.4812280556167003,2,Free Period,1,-0.1
7,4.106944444444444,7.63432444440833,1,Free Period,0,-0.2
7,7.07,0.1455233333999999,2,Free Period,3,0.1
7,9.12888888888889,2.0805368055500004,1,Free Period,4,0.2
8,7.997222222222222,0.3945219444999992,2,Free Period,2,0.0
8,9.976666666666668,9.975608888975,2,Free Period,1,-0.1
8,8.955277777777777,-0.3690504166833008,1,Free Period,4,0.2
8,7.947777777777778,23.3729390278,2,Free Period,4,0.2
8,12.442777777777778,31.6920679167,2,Free Period,4,0.2
8,8.385277777777778,4.561439305616698,2,Free Period,3,0.1
8,3.858055555555556,-1.9202091667333008,1,Free Period,1,-0.1
8,8.813055555555556,-5.247366666616699,1,Free Period,2,0.0
8,8.668888888888889,10.93589597215,2,Free Period,1,-0.1
8,8.651111111111112,0.6304088888499995,0,Free Period,0,-0.2
8,8.569166666666666,4.334631111149999,1,Free Period,2,0.0
8,5.995555555555556,2.6874311111916995,2,Free Period,1,-0.1
8,4.4558333333333335,4.94969236111667,1,Free Period,2,0.0
8,7.409722222222222,6.114117083349999,2,Free Period,0,-0.2
8,11.378333333333334,5.24415055553333,1,Free Period,2,0.0
8,5.371666666666667,9.51623722221667,1,Free Period,4,0.2
8,4.349166666666667,4.801662083291699,2,Free Period,3,0.1
8,6.337777777777778,2.5120888890166704,1,Free Period,0,-0.2
8,6.320555555555556,0.2011011111999998,2,Free Period,2,0.0
8,8.286111111111111,-9.669162777733298,2,Free Period,0,-0.2
8,5.4944444444444445,15.891149027850002,2,Free Period,4,0.2
10,6.278055555555556,-8.186271527775,0,Free Period,3,0.1
11,4.7877777777777775,6.006471944425,1,Free Period,0,-0.2
12,2.400555555555556,2.16400347228333,0,Free Period,4,0.2
12,2.8094444444444444,1.9056340278667,1,Free Period,4,0.2
12,4.619722222222222,-1.2932237499083303,0,Free Period,4,0.2
12,5.516388888888889,9.2511925000167,2,Free Period,2,0.0
12,7.029444444444445,5.914406527725,1,Free Period,1,-0.1
13,3.428333333333333,7.819754444425,1,Free Period,0,-0.2
13,2.66,3.0127904166749992,2,Free Period,1,-0.1
13,4.5475,2.693242777783301,2,Free Period,4,0.2
14,2.6944444444444446,0.8249691666999999,0,Free Period,1,-0.1
14,2.250833333333333,5.938739027766671,1,Free Period,4,0.2
14,3.1675,3.29726166669167,0,Free Period,4,0.2
15,3.221388888888889,10.9730919444,1,Free Period,3,0.1
15,2.6294444444444443,4.10596972225833,1,Free Period,3,0.1
7,7.711111111111111,2.64487458338333,1,Free Period,1,-0.1
10,7.374722222222222,5.431714999975,2,Free Period,0,-0.2
13,4.196944444444444,7.02912930553333,1,Free Period,1,-0.1
13,4.536111111111111,1.1116912499917009,2,Free Period,0,-0.2
15,2.7319444444444443,3.23336666671667,0,Free Period,1,-0.1
7,7.895277777777777,-7.8452983333333,1,Free Period,2,0.0
7,8.029722222222222,-0.9652488889582996,1,Free Period,2,0.0
7,8.729722222222222,-11.09074347225,0,Free Period,0,-0.2
7,9.500555555555556,2.248469166725,1,Free Period,3,0.1
7,8.391666666666667,-6.055717777849999,1,Free Period,0,-0.2
7,7.873888888888889,4.6890288888833,2,Free Period,1,-0.1
7,4.333333333333333,6.7304129167,1,Free Period,4,0.2
7,9.27,5.72749347223333,1,Free Period,2,0.0
7,8.675833333333333,4.752699166675001,2,Free Period,4,0.2
7,7.159722222222222,0.2584230555166993,1,Free Period,2,0.0
7,5.073333333333333,18.546769444375,2,Free Period,1,-0.1
7,9.072777777777778,0.4878838889333003,2,Free Period,2,0.0
7,4.061944444444444,8.922450138975,1,Free Period,0,-0.2
7,7.054722222222222,4.48450027775,2,Free Period,4,0.2
7,3.8738888888888887,-2.5687288889083,1,Free Period,4,0.2
7,8.011944444444444,-2.514295277824999,1,Free Period,1,-0.1
8,5.895833333333333,5.953790416641669,1,Free Period,4,0.2
8,12.879166666666666,12.8587548611083,2,Free Period,1,-0.1
8,7.876944444444445,-5.591344722208298,2,Free Period,3,0.1
8,6.868888888888889,-1.1925561110417,2,Free Period,0,-0.2
8,4.829722222222222,2.8737406944000004,2,Free Period,2,0.0
8,7.816944444444444,-2.72817277775,0,Free Period,2,0.0
8,7.242222222222222,-8.1424508334583,0,Free Period,2,0.0
8,8.735,1.043705694416671,1,Free Period,3,0.1
8,4.732777777777778,6.280381250133299,2,Free Period,0,-0.2
8,8.618055555555555,-4.964309583475,2,Free Period,4,0.2
8,8.332777777777778,6.5595984721833,2,Free Period,4,0.2
8,8.526111111111112,4.9795916664917,2,Free Period,0,-0.2
8,8.516944444444444,1.71871847225,0,Free Period,0,-0.2
8,1.4919444444444443,-0.5197573610666701,0,Free Period,2,0.0
8,11.944444444444445,31.506900555558296,2,Free Period,4,0.2
8,5.079166666666667,4.1573131945167,2,Free Period,0,-0.2
10,5.254166666666666,-1.58838444455,1,Free Period,4,0.2
10,4.091944444444445,-1.6744093055249998,1,Free Period,0,-0.2
11,2.6169444444444445,-1.430158194325001,1,Free Period,1,-0.1
11,6.582777777777777,1.28813194445833,0,Free Period,2,0.0
11,6.348888888888889,6.7493443055667,2,Free Period,0,-0.2
11,6.29,-6.16277430553333,0,Free Period,3,0.1
11,5.0152777777777775,-1.0310055556166704,0,Free Period,0,-0.2
11,4.013055555555556,10.24021055558333,1,Free Period,1,-0.1
12,4.8575,-0.1935804166583299,0,Free Period,3,0.1
12,6.0344444444444445,-0.0763191667333007,1,Free Period,3,0.1
13,2.7216666666666667,4.83022194444167,1,Free Period,0,-0.2
13,2.318611111111111,4.93916166670833,0,Free Period,1,-0.1
13,3.278888888888889,-0.7088901390166988,2,Free Period,3,0.1
13,3.4541666666666666,-1.8337859721333007,1,Free Period,2,0.0
14,1.903888888888889,-6.43330416675,1,Free Period,2,0.0
14,1.2586111111111111,5.4503286111,1,Free Period,4,0.2
14,2.1669444444444443,2.635248611141669,0,Free Period,4,0.2
16,1.548888888888889,5.789170694475,1,Free Period,1,-0.1
16,1.4766666666666666,1.46828277779167,0,Free Period,3,0.1
6,5.286388888888889,6.20537152775833,1,Free Period,2,0.0
7,2.9563888888888887,5.58339486108333,1,Free Period,2,0.0
7,5.8838888888888885,19.44989902778333,2,Free Period,1,-0.1
7,9.666944444444445,2.20130694445833,0,Free Period,3,0.1
7,7.625,-6.030516250050001,1,Free Period,1,-0.1
7,8.048333333333334,0.4613931944832998,1,Free Period,0,-0.2
7,9.365277777777775,-6.55658597224167,0,Free Period,2,0.0
7,9.176666666666666,-0.1875302777833294,0,Free Period,1,-0.1
7,6.121388888888889,7.400349166708329,1,Free Period,1,-0.1
7,7.083611111111111,10.7432523611667,2,Free Period,0,-0.2
7,4.696111111111111,1.3617987499916993,2,Free Period,4,0.2
7,13.021666666666668,18.63562916665833,2,Free Period,2,0.0
8,8.362777777777778,3.9011981944666703,1,Free Period,1,-0.1
8,8.818888888888889,0.1289449999582999,1,Free Period,2,0.0
8,8.002777777777778,8.589808611058302,2,Free Period,4,0.2
8,4.673333333333333,2.643857638916669,1,Free Period,1,-0.1
8,7.6575,1.5206919444083304,0,Free Period,0,-0.2
8,8.127222222222223,-2.7261529166583296,0,Free Period,2,0.0
8,8.62138888888889,-0.08517874991667,0,Free Period,0,-0.2
8,4.593611111111112,10.90664902774167,2,Free Period,4,0.2
8,8.442222222222222,1.8143440277833296,0,Free Period,4,0.2
8,7.292222222222223,5.28972736104167,1,Free Period,2,0.0
8,8.26,2.4135048611000003,0,Free Period,4,0.2
8,11.220555555555556,6.24117486111667,1,Free Period,3,0.1
8,8.220277777777778,16.9352004167167,2,Free Period,2,0.0
8,8.171666666666667,-14.7949722222417,1,Free Period,3,0.1
9,6.948333333333333,6.1548051389,1,Free Period,4,0.2
9,5.831666666666667,3.2715840276999995,2,Free Period,2,0.0
9,4.596666666666667,19.61811930551667,2,Free Period,3,0.1
10,8.734444444444444,5.94386402784167,1,Free Period,4,0.2
10,4.411111111111111,7.539305555599999,2,Free Period,1,-0.1
11,4.704166666666667,7.277660138891701,2,Free Period,1,-0.1
11,3.478055555555556,2.351989166758329,1,Free Period,0,-0.2
11,6.2363888888888885,11.162590694425,2,Free Period,1,-0.1
12,4.243611111111111,24.55884319445,2,Free Period,3,0.1
12,5.607222222222222,3.992479444475,0,Free Period,1,-0.1
12,3.431111111111111,8.857282222225,1,Free Period,2,0.0
12,3.428888888888889,-0.2955651388999989,2,Free Period,2,0.0
12,4.3875,1.7423623610999996,2,Free Period,2,0.0
12,3.1241666666666665,-0.9153206944083304,0,Free Period,1,-0.1
13,4.664444444444444,16.506975277775,2,Free Period,1,-0.1
13,2.578055555555556,3.702073888866698,2,Free Period,0,-0.2
13,4.288333333333333,6.6678808334167,2,Free Period,4,0.2
13,2.313333333333333,3.816411805525,1,Free Period,0,-0.2
14,4.4688888888888885,-0.0216258334999999,1,Free Period,3,0.1
14,3.8088888888888888,-4.670795833316699,2,Free Period,2,0.0
15,2.2719444444444443,5.0171433333,1,Free Period,1,-0.1
6,5.415555555555556,5.683988055558331,1,Free Period,4,0.2
6,10.294722222222225,1.1651900000333306,0,Free Period,4,0.2
7,8.562222222222223,-5.5196531943833005,1,Free Period,1,-0.1
7,8.056666666666667,2.1681281945083306,1,Free Period,0,-0.2
7,7.517777777777778,-4.319710416716701,1,Free Period,4,0.2
7,5.513888888888889,20.88216944443333,2,Free Period,0,-0.2
7,5.433333333333334,3.4363615277333297,1,Free Period,1,-0.1
7,5.090555555555556,-0.9352300000082998,2,Free Period,0,-0.2
7,5.400555555555556,5.6343849999833004,2,Free Period,2,0.0
7,7.348611111111111,4.1297898610083,2,Free Period,1,-0.1
7,7.841111111111111,3.847786944425,1,Free Period,1,-0.1
7,9.675555555555556,10.6998077777833,2,Free Period,4,0.2
7,9.052222222222222,1.8551090277750009,0,Free Period,4,0.2
8,7.464722222222222,7.401975277766699,2,Free Period,4,0.2
8,1.9633333333333332,-6.174707222224999,1,Free Period,2,0.0
8,12.95472222222222,12.165596666625,2,Free Period,2,0.0
8,4.926666666666667,6.6825195833917,2,Free Period,3,0.1
8,15.747222222222222,-6.073540138849999,1,Free Period,1,-0.1
8,7.780833333333334,1.3167487500250008,1,Free Period,4,0.2
8,8.75611111111111,-2.5004386110332995,1,Free Period,1,-0.1
8,7.581388888888889,1.1722968055000005,0,Free Period,0,-0.2
8,8.046111111111111,11.5087030554833,2,Free Period,2,0.0
8,4.663055555555555,9.9217980556583,2,Free Period,3,0.1
8,9.31638888888889,7.9236123610833,2,Free Period,0,-0.2
8,8.2275,-0.1451980554416696,0,Free Period,1,-0.1
8,8.891388888888889,5.7117874999417,2,Free Period,2,0.0
8,6.098611111111111,3.6821073611,1,Free Period,4,0.2
8,2.553888888888889,-0.3859497222333008,1,Free Period,0,-0.2
8,9.050555555555556,-5.8405822222333015,2,Free Period,2,0.0
9,8.995555555555555,6.5891194444,2,Free Period,1,-0.1
9,6.969722222222222,4.90538763891667,1,Free Period,1,-0.1
9,7.3405555555555555,-4.587681805541701,1,Free Period,0,-0.2
9,7.8,2.1469612500916995,2,Free Period,0,-0.2
9,5.469444444444444,-5.865366388941698,2,Free Period,0,-0.2
11,2.3469444444444445,2.0142902777833296,0,Free Period,3,0.1
12,1.9555555555555555,2.72590111105,0,Free Period,4,0.2
12,5.570277777777778,2.84162680555833,0,Free Period,2,0.0
12,1.4066666666666667,4.78669277780833,0,Free Period,1,-0.1
13,4.195,-5.237943750083304,2,Free Period,1,-0.1
13,3.840833333333333,5.102401666583329,1,Free Period,4,0.2
13,1.617222222222222,2.692485416725,0,Free Period,0,-0.2
13,6.559166666666667,3.54733361114167,1,Free Period,0,-0.2
13,3.4705555555555554,1.50223166659167,0,Free Period,1,-0.1
13,4.433888888888889,8.393759166691702,2,Free Period,4,0.2
13,4.898611111111111,-0.6692154166833006,1,Free Period,1,-0.1
14,3.112222222222222,4.965056527850001,2,Free Period,0,-0.2
16,1.2791666666666666,0.2622851388749998,0,Free Period,2,0.0
6,5.4991666666666665,5.4864156943333295,1,Free Period,0,-0.2
6,6.129722222222222,4.380533333325,1,Free Period,2,0.0
7,7.518055555555556,5.24540166656667,1,Free Period,3,0.1
7,5.44,20.49918638889167,2,Free Period,4,0.2
7,7.3925,1.7202716667250009,2,Free Period,3,0.1
7,7.381111111111111,0.6914315278249994,1,Free Period,0,-0.2
7,7.823611111111111,4.238623194424999,1,Free Period,4,0.2
7,9.321111111111112,2.6980076388750005,0,Free Period,0,-0.2
7,7.814444444444445,2.3091845833666707,1,Free Period,4,0.2
7,8.135277777777778,-7.666069027858299,1,Free Period,4,0.2
7,9.085277777777778,2.1347056944917,1,Free Period,0,-0.2
7,8.06611111111111,-1.3398765277332991,1,Free Period,0,-0.2
7,10.000555555555556,0.4111929167333006,1,Free Period,4,0.2
8,4.655555555555556,0.9818868055583004,2,Free Period,4,0.2
8,4.970833333333333,7.630616111091671,2,Free Period,0,-0.2
8,8.954722222222221,1.26335263886667,0,Free Period,0,-0.2
8,12.84388888888889,14.1315136110083,2,Free Period,1,-0.1
8,3.3361111111111112,4.32708361111667,1,Free Period,1,-0.1
8,8.832222222222223,-0.23046347219167,0,Free Period,1,-0.1
8,7.8025,-1.0695997222083298,0,Free Period,3,0.1
8,11.751388888888888,5.7527736111,1,Free Period,4,0.2
8,4.698055555555555,9.10586749995833,2,Free Period,2,0.0
8,8.721388888888889,10.14000680554167,1,Free Period,3,0.1
8,7.608333333333333,3.5171720833916997,2,Free Period,4,0.2
8,8.438333333333333,4.551476111175,1,Free Period,2,0.0
8,9.274722222222222,7.9167294444417,2,Free Period,1,-0.1
8,8.8675,12.98658583333333,2,Free Period,2,0.0
8,5.033333333333333,1.3978029167250003,1,Free Period,0,-0.2
8,7.018888888888889,0.9176936110583008,2,Free Period,0,-0.2
9,7.930833333333333,3.3174511111417004,2,Free Period,4,0.2
9,7.8775,0.7495919443916703,0,Free Period,3,0.1
9,5.606111111111111,13.901345694425,2,Free Period,1,-0.1
9,7.517222222222222,3.2293437499833297,0,Free Period,4,0.2
9,4.497222222222222,1.4440012500083297,1,Free Period,1,-0.1
9,8.299722222222222,3.5526766668167,2,Free Period,0,-0.2
10,5.66,3.433578472191701,2,Free Period,3,0.1
11,4.641388888888889,-6.915977777783301,1,Free Period,3,0.1
12,5.548055555555556,2.35845791675833,0,Free Period,0,-0.2
12,3.808333333333333,-6.504318888791701,1,Free Period,2,0.0
12,4.035555555555556,5.65732208330833,1,Free Period,3,0.1
13,3.656111111111111,0.8072194444583296,1,Free Period,2,0.0
13,2.556388888888889,-5.720571666708301,1,Free Period,1,-0.1
13,4.500277777777778,-0.8347673610417008,1,Free Period,3,0.1
14,2.075555555555556,-9.1746562499833,1,Free Period,0,-0.2
15,1.5877777777777775,0.1919977779083304,0,Free Period,2,0.0
16,2.3508333333333336,5.0280809722416695,1,Free Period,1,-0.1
7,8.0,-19.9683925000667,0,Free Period,1,-0.1
7,7.788333333333333,0.3468340277916706,1,Free Period,3,0.1
7,10.208333333333334,3.3540443055583005,2,Free Period,3,0.1
7,7.464722222222222,-0.3630480556083304,0,Free Period,4,0.2
7,7.947222222222222,1.9908712500666697,1,Free Period,4,0.2
7,5.427777777777778,10.708375555525,2,Free Period,3,0.1
7,4.235833333333333,2.5173943055917007,1,Free Period,4,0.2
7,4.331666666666667,-4.40789291666667,0,Free Period,0,-0.2
7,8.550833333333333,0.6659511111333298,1,Free Period,0,-0.2
7,5.049444444444444,8.27045222221667,2,Free Period,4,0.2
7,8.035277777777777,1.1670872221833015,2,Free Period,3,0.1
7,7.001944444444445,13.59220458335,2,Free Period,0,-0.2
8,8.89,-8.436505138933299,1,Free Period,1,-0.1
8,7.851388888888889,6.868578750058301,2,Free Period,3,0.1
8,12.81,16.282567499949998,2,Free Period,2,0.0
8,8.779444444444444,0.7093459722000004,0,Free Period,2,0.0
8,6.720277777777778,-4.410066527891701,2,Free Period,3,0.1
8,8.204166666666667,8.030432777791699,2,Free Period,4,0.2
8,8.6875,-5.731295833375,1,Free Period,0,-0.2
8,9.681111111111113,7.433009444408301,2,Free Period,0,-0.2
8,6.5713888888888885,2.9271169445250003,2,Free Period,3,0.1
8,4.545,8.197768611225,2,Free Period,1,-0.1
8,2.5269444444444447,-0.2941336111000003,0,Free Period,4,0.2
8,3.6491666666666656,-7.664211944491701,2,Free Period,1,-0.1
8,7.619166666666667,-7.141982361091701,1,Free Period,3,0.1
8,8.947777777777778,0.7603349999750009,2,Free Period,3,0.1
8,8.193888888888889,2.61176430554167,0,Free Period,1,-0.1
8,7.130277777777778,6.679155555649999,2,Free Period,2,0.0
8,3.6036111111111113,-7.754338333374999,0,Free Period,3,0.1
8,11.053333333333333,5.306561111125,1,Free Period,4,0.2
9,7.988333333333333,3.30390652779167,0,Free Period,1,-0.1
9,7.973333333333334,4.989963194516699,2,Free Period,2,0.0
9,7.852222222222222,4.4801806943583,2,Free Period,1,-0.1
9,3.8472222222222223,3.3062373610917,2,Free Period,2,0.0
9,6.811944444444444,0.7619611110999998,1,Free Period,2,0.0
10,5.403611111111111,5.839867361133299,2,Free Period,4,0.2
11,6.588888888888889,7.4405938888917,2,Free Period,3,0.1
12,3.7666666666666666,4.023777916691669,1,Free Period,2,0.0
12,5.839722222222222,-0.5257047221333,1,Free Period,3,0.1
12,4.3225,4.565635833316667,0,Free Period,4,0.2
12,2.2475,-1.2703380555750003,0,Free Period,3,0.1
13,3.906111111111111,-0.2293547222416698,0,Free Period,0,-0.2
13,3.796944444444444,9.22052208333333,1,Free Period,2,0.0
13,4.761388888888889,4.756162083291699,2,Free Period,4,0.2
13,4.741111111111112,12.6457594444167,2,Free Period,1,-0.1
13,1.5422222222222222,-2.76628763895833,0,Free Period,4,0.2
14,1.673888888888889,-1.8616829165833,1,Free Period,2,0.0
15,2.6994444444444445,0.2645187499916703,0,Free Period,4,0.2
13,4.088055555555556,3.2665922221667003,2,Free Period,1,-0.1
18,-0.4852777777777777,-0.1483975000499997,0,Free Period,0,-0.2
9,13.256944444444445,-10.7758415278167,0,Free Period,2,0.0
15,2.5869444444444443,5.662740694449999,2,Free Period,2,0.0
6,6.156944444444444,7.36579763886667,1,Free Period,4,0.2
6,7.285277777777778,6.096153888949999,2,Free Period,3,0.1
6,9.023055555555556,6.4405615278667,2,Free Period,3,0.1
7,5.794722222222222,1.2198079165417006,2,Free Period,1,-0.1
7,9.033333333333331,-20.8275391667333,0,Free Period,0,-0.2
7,10.779166666666669,0.7323806943332993,1,Free Period,0,-0.2
7,7.388611111111111,3.813780972308299,2,Free Period,4,0.2
7,8.381666666666666,-31.8654781945667,1,Free Period,4,0.2
7,8.864444444444445,-0.8218386111499996,1,Free Period,3,0.1
7,3.3316666666666666,-10.7246123612583,0,Free Period,0,-0.2
7,7.304444444444444,-1.09662791665833,0,Free Period,0,-0.2
7,5.2219444444444445,7.45739180555833,1,Free Period,0,-0.2
7,5.148055555555556,21.77078111105833,2,Free Period,1,-0.1
8,8.483333333333333,-7.914833749933294,2,Free Period,1,-0.1
8,15.814166666666669,-8.793289861141702,1,Free Period,4,0.2
8,7.963888888888889,1.3773987500083296,0,Free Period,3,0.1
8,8.929444444444444,-5.241936388825,1,Free Period,2,0.0
8,7.401388888888889,6.47151236109167,1,Free Period,3,0.1
8,12.8925,18.32518513895,2,Free Period,1,-0.1
8,8.861944444444445,0.4887687500166695,0,Free Period,1,-0.1
8,8.827222222222222,-0.2447101387999986,2,Free Period,4,0.2
8,3.8116666666666665,-1.8668918055416697,0,Free Period,2,0.0
8,6.754722222222222,6.1627319442833,2,Free Period,0,-0.2
8,7.694166666666667,-6.9700033333083,0,Free Period,2,0.0
8,8.185555555555556,-5.681285972216699,2,Free Period,2,0.0
8,3.6752777777777776,-0.6188912499583301,0,Free Period,2,0.0
8,7.656388888888888,-11.980188472208296,2,Free Period,4,0.2
8,9.354166666666666,9.43098736113333,2,Free Period,1,-0.1
8,8.583055555555555,-10.3703229167917,2,Free Period,0,-0.2
8,7.533333333333333,3.189603888875,2,Free Period,2,0.0
8,8.394722222222223,0.515601388875,1,Free Period,0,-0.2
8,8.266388888888889,7.8636151388750015,2,Free Period,2,0.0
8,3.9297222222222223,-1.0413043056333002,2,Free Period,1,-0.1
10,4.928888888888889,4.13541166663333,1,Free Period,0,-0.2
11,6.014166666666667,7.357362083350001,2,Free Period,3,0.1
11,5.013888888888889,-0.1635549999750001,0,Free Period,1,-0.1
12,3.6566666666666663,3.19079694440833,1,Free Period,0,-0.2
12,2.611388888888889,3.1125601388999997,1,Free Period,2,0.0
12,3.1008333333333336,2.8493341666250007,1,Free Period,2,0.0
12,4.442222222222222,-2.070900000024998,2,Free Period,1,-0.1
12,4.399444444444445,4.578029027674999,2,Free Period,1,-0.1
12,7.133055555555556,4.9548672223,1,Free Period,2,0.0
13,4.854722222222223,0.0704609722916984,1,Free Period,0,-0.2
14,3.951111111111111,5.75346500001667,1,Free Period,3,0.1
14,3.621944444444445,3.560832083366701,2,Free Period,4,0.2
14,5.7491666666666665,25.02131013885,2,Free Period,1,-0.1
16,2.343888888888889,1.97870722220833,0,Free Period,2,0.0
17,1.9552777777777777,-0.0237118054833302,0,Free Period,0,-0.2
6,6.726111111111111,6.63625569443333,1,Free Period,1,-0.1
6,3.433611111111111,7.08400208329167,1,Free Period,0,-0.2
6,10.92361111111111,-1.216469166733301,2,Free Period,1,-0.1
6,5.2252777777777775,6.638100138775,1,Free Period,2,0.0
7,3.9341666666666666,3.08618236115833,0,Free Period,0,-0.2
7,10.703055555555556,2.4094869444083304,1,Free Period,2,0.0
7,8.115,1.5919709722916693,1,Free Period,0,-0.2
7,5.569166666666667,9.079990555525,1,Free Period,1,-0.1
7,9.481388888888889,0.4665011110666999,1,Free Period,4,0.2
7,9.464722222222225,7.185652638958301,2,Free Period,4,0.2
7,10.386666666666668,-8.599314861,0,Free Period,3,0.1
7,7.701388888888889,6.49738194441667,1,Free Period,3,0.1
7,8.385277777777778,2.2057752777917017,2,Free Period,2,0.0
7,7.090555555555556,4.2496019445417,2,Free Period,0,-0.2
7,4.080555555555556,4.69622958338333,1,Free Period,3,0.1
7,8.060833333333333,0.5010647222000006,0,Free Period,1,-0.1
7,8.032222222222222,1.9112176387417,1,Free Period,4,0.2
8,12.459444444444443,16.626593472316696,2,Free Period,0,-0.2
8,8.400555555555556,-7.1685036110583,0,Free Period,4,0.2
8,4.873055555555555,15.30133944444167,2,Free Period,0,-0.2
8,11.353333333333332,4.070900833174999,2,Free Period,3,0.1
8,8.845833333333333,3.4999922221833293,1,Free Period,3,0.1
8,9.559722222222222,8.23090180553333,2,Free Period,2,0.0
8,8.755277777777778,6.997259166699999,2,Free Period,0,-0.2
8,7.67,-0.0247900000167007,2,Free Period,1,-0.1
8,8.6425,-0.6458395833333004,1,Free Period,3,0.1
8,8.629166666666666,-0.1971731944916692,0,Free Period,2,0.0
8,8.623055555555556,4.3899690277083,2,Free Period,3,0.1
8,7.464444444444444,5.57858361115,2,Free Period,4,0.2
8,9.399722222222222,0.6832101389416998,1,Free Period,3,0.1
8,7.3052777777777775,-1.8910626388416996,2,Free Period,0,-0.2
8,7.262222222222222,-4.849374444458331,0,Free Period,2,0.0
8,3.9066666666666663,-0.7285265278082989,2,Free Period,0,-0.2
8,5.150833333333333,3.2504356944083304,1,Free Period,1,-0.1
9,6.85,1.2300868055832996,1,Free Period,1,-0.1
9,14.376666666666669,-1.5303374999332997,1,Free Period,3,0.1
9,8.45111111111111,12.47441097223333,2,Free Period,2,0.0
11,5.920555555555556,-0.1637576388333297,0,Free Period,2,0.0
11,4.498055555555555,-0.2831106944666999,2,Free Period,2,0.0
11,6.252777777777778,-3.4522263889667,2,Free Period,2,0.0
11,5.053055555555556,0.43684541660833,0,Free Period,3,0.1
12,10.974166666666669,-4.49572750011667,0,Free Period,0,-0.2
12,4.380833333333333,1.478703472225,0,Free Period,3,0.1
12,2.2847222222222223,-3.0816644444750008,1,Free Period,0,-0.2
12,4.075,5.28629694443333,1,Free Period,4,0.2
12,5.533333333333333,-0.1038800000667006,1,Free Period,4,0.2
13,4.984722222222223,5.246749027749999,2,Free Period,0,-0.2
13,2.670555555555556,0.8731741666333299,1,Free Period,3,0.1
13,2.270833333333333,-2.4332636111582997,1,Free Period,1,-0.1
13,3.162777777777778,5.9059931944333,2,Free Period,3,0.1
14,4.550833333333333,1.8384420833166697,0,Free Period,1,-0.1
5,7.210833333333333,7.177424444425001,1,Free Period,3,0.1
