time_s,decision_price_$per_kWh,charge_price_$per_kWh
3402,0.3,0.2986
3403,0.3,0.2986
3404,0.3,0.2986
3405,0.3,0.2986
3406,0.3,0.2986
3407,0.3,0.2986
3408,0.3,0.2986
3409,0.3,0.2986
3410,0.3,0.2986
3411,0.3,0.2986
3412,0.3,0.2986
3413,0.3,0.2986
3414,0.3,0.2986
3415,0.3,0.2986
3416,0.3,0.2986
3417,0.3,0.2986
3418,0.3,0.2986
3419,0.3,0.2986
3420,0.3,0.2986
3421,0.3,0.2986
3422,0.3,0.2986
3423,0.3,0.2986
3424,0.3,0.2986
3425,0.3,0.2986
3426,0.3,0.2986
3427,0.3,0.2986
3428,0.3,0.2986
3429,0.3,0.2986
3430,0.3,0.2986
3431,0.3,0.2986
3432,0.3,0.2986
3433,0.3,0.2986
3434,0.3,0.2986
3435,0.3,0.2986
3436,0.3,0.2986
3437,0.3,0.2986
3438,0.3,0.2986
3439,0.3,0.2986
3440,0.3,0.2986
3441,0.3,0.2986
3442,0.3,0.2986
3443,0.3,0.2986
3444,0.3,0.2986
3445,0.3,0.2986
3446,0.3,0.2986
3447,0.3,0.2986
3448,0.3,0.2986
3449,0.3,0.2986
3450,0.3,0.2986
3451,0.3,0.2986
3452,0.3,0.2986
3453,0.3,0.2986
3454,0.3,0.2986
3455,0.3,0.2986
3456,0.3,0.2986
3457,0.3,0.2986
3458,0.3,0.2986
3459,0.3,0.2986
3460,0.3,0.2986
3461,0.3,0.2986
3462,0.3,0.2986
3463,0.3,0.2986
3464,0.3,0.2986
3465,0.3,0.2986
3466,0.3,0.2986
3467,0.3,0.2986
3468,0.3,0.2986
3469,0.3,0.2986
3470,0.3,0.2986
3471,0.3,0.2986
3472,0.3,0.2986
3473,0.3,0.2986
3474,0.3,0.2986
3475,0.3,0.2986
3476,0.3,0.2986
3477,0.3,0.2986
3478,0.3,0.2986
3479,0.3,0.2986
3480,0.3,0.2986
3481,0.3,0.2986
3482,0.3,0.2986
3483,0.3,0.2986
3484,0.3,0.2986
3485,0.3,0.2986
3486,0.3,0.2986
3487,0.3,0.2986
3488,0.3,0.2986
3489,0.3,0.2986
3490,0.3,0.2986
3491,0.3,0.2986
3492,0.3,0.2986
3493,0.3,0.2986
3494,0.3,0.2986
3495,0.3,0.2986
3496,0.3,0.2986
3497,0.3,0.2986
3498,0.3,0.2986
3499,0.3,0.2986
3500,0.3,0.2986
3501,0.3,0.2986
3502,0.3,0.2986
3503,0.3,0.2986
3504,0.3,0.2986
3505,0.3,0.2986
3506,0.3,0.2986
3507,0.3,0.2986
3508,0.3,0.2986
3509,0.3,0.2986
3510,0.3,0.2986
3511,0.3,0.2986
3512,0.3,0.2986
3513,0.3,0.2986
3514,0.3,0.2986
3515,0.3,0.2986
3516,0.3,0.2986
3517,0.3,0.2986
3518,0.3,0.2986
3519,0.3,0.2986
3520,0.3,0.2986
3521,0.3,0.2986
3522,0.3,0.2986
3523,0.3,0.2986
3524,0.3,0.2986
3525,0.3,0.2986
3526,0.3,0.2986
3527,0.3,0.2986
3528,0.3,0.2986
3529,0.3,0.2986
3530,0.3,0.2986
3531,0.3,0.2986
3532,0.3,0.2986
3533,0.3,0.2986
3534,0.3,0.2986
3535,0.3,0.2986
3536,0.3,0.2986
3537,0.3,0.2986
3538,0.3,0.2986
3539,0.3,0.2986
3540,0.3,0.2986
3541,0.3,0.2986
3542,0.3,0.2986
3543,0.3,0.2986
3544,0.3,0.2986
3545,0.3,0.2986
3546,0.3,0.2986
3547,0.3,0.2986
3548,0.3,0.2986
3549,0.3,0.2986
3550,0.3,0.2986
3551,0.3,0.2986
3552,0.3,0.2986
3553,0.3,0.2986
3554,0.3,0.2986
3555,0.3,0.2986
3556,0.3,0.2986
3557,0.3,0.2986
3558,0.3,0.2986
3559,0.3,0.2986
3560,0.3,0.2986
3561,0.3,0.2986
3562,0.3,0.2986
3563,0.3,0.2986
3564,0.3,0.2986
3565,0.3,0.2986
3566,0.3,0.2986
3567,0.3,0.2986
3568,0.3,0.2986
3569,0.3,0.2986
3570,0.3,0.2986
3571,0.3,0.2986
3572,0.3,0.2986
3573,0.3,0.2986
3574,0.3,0.2986
3575,0.3,0.2986
3576,0.3,0.2986
3577,0.3,0.2986
3578,0.3,0.2986
3579,0.3,0.2986
3580,0.3,0.2986
3581,0.3,0.2986
3582,0.3,0.2986
3583,0.3,0.2986
3584,0.3,0.2986
3585,0.3,0.2986
3586,0.3,0.2986
3587,0.3,0.2986
3588,0.3,0.2986
3589,0.3,0.2986
3590,0.3,0.2986
3591,0.3,0.2986
3592,0.3,0.2986
3593,0.3,0.2986
3594,0.3,0.2986
3595,0.3,0.2986
3596,0.3,0.2986
3597,0.3,0.2986
3598,0.3,0.2986
3599,0.3,0.2986
3600,0.3,0.2986
3601,0.3,0.2986
3602,0.3,0.2986
3603,0.3,0.2986
3604,0.3,0.2986
3605,0.3,0.2986
3606,0.3,0.2986
3607,0.3,0.2986
3608,0.3,0.2986
3609,0.3,0.2986
3610,0.3,0.2986
3611,0.3,0.2986
3612,0.3,0.2986
3613,0.3,0.2986
3614,0.3,0.2986
3615,0.3,0.2986
3616,0.3,0.2986
3617,0.3,0.2986
3618,0.3,0.2986
3619,0.3,0.2986
3620,0.3,0.2986
3621,0.3,0.2986
3622,0.3,0.2986
3623,0.3,0.2986
3624,0.3,0.2986
3625,0.3,0.2986
3626,0.3,0.2986
3627,0.3,0.2986
3628,0.3,0.2986
3629,0.3,0.2986
3630,0.3,0.2986
3631,0.3,0.2986
3632,0.3,0.2986
3633,0.3,0.2986
3634,0.3,0.2986
3635,0.3,0.2986
3636,0.3,0.2986
3637,0.3,0.2986
3638,0.3,0.2986
3639,0.3,0.2986
3640,0.3,0.2986
3641,0.3,0.2986
3642,0.3,0.2986
3643,0.3,0.2986
3644,0.3,0.2986
3645,0.3,0.2986
3646,0.3,0.2986
3647,0.3,0.2986
3648,0.3,0.2986
3649,0.3,0.2986
3650,0.3,0.2986
3651,0.3,0.2986
3652,0.3,0.2986
3653,0.3,0.2986
3654,0.3,0.2986
3655,0.3,0.2986
3656,0.3,0.2986
3657,0.3,0.2986
3658,0.3,0.2986
3659,0.3,0.2986
