arrival_hour,park_duration,energy_gap,demand_level_encoded,price_sensitive,action_index,action_value,price_sensitive_flag,delivered_energy,revenue,peak_penalty,discomfort_penalty,reward
8,7.5905555555555555,2.0501056980148693,1,Free Period,0,-0.2,1,14.76076102570706,-2.952152205141412,1,0,-7.952152205141412
8,7.767222222222222,5.7742599779301,2,Free Period,3,0.1,1,41.57467184109672,4.157467184109673,1,1,-3.842532815890327
8,8.202222222222222,2.5296654777110903,0,Free Period,0,-0.2,1,18.21359143951985,-3.64271828790397,1,0,-8.64271828790397
8,3.92,1.2264282674038496,0,Free Period,3,0.1,1,8.830283525307717,0.8830283525307717,1,1,-7.116971647469228
8,6.135277777777778,-3.5905284228877505,0,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
9,7.861944444444444,2.75893912297496,0,Free Period,0,-0.2,1,19.864361685419713,-3.9728723370839427,1,0,-8.972872337083942
9,5.670555555555556,1.0600764546771,1,Free Period,4,0.2,1,7.63255047367512,1.526510094735024,1,1,-6.473489905264976
9,8.615555555555556,18.0944019274177,2,Free Period,2,0.0,1,62.032000000000004,0.0,1,0,-5.0
6,6.176111111111111,4.13324988789603,1,Free Period,3,0.1,1,29.759399192851415,2.9759399192851417,0,1,-0.024060080714858323
6,9.226944444444444,-0.3445692399205899,0,Free Period,2,0.0,1,0.0,0.0,0,0,0.0
7,9.459166666666668,2.47713278764061,0,Free Period,2,0.0,1,17.835356071012395,0.0,0,0,0.0
8,8.416944444444445,2.4695236221461103,0,Free Period,0,-0.2,1,17.780570079451994,-3.556114015890399,1,0,-8.5561140158904
8,4.1338888888888885,5.36732820111198,1,Free Period,2,0.0,1,29.764,0.0,1,0,-5.0
8,8.607222222222223,-0.4931128042898898,0,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,6.223333333333334,5.4817938167694,2,Free Period,2,0.0,1,39.46891548073968,0.0,1,0,-5.0
8,9.069444444444445,15.6405831765171,2,Free Period,0,-0.2,1,65.3,-13.06,1,0,-18.060000000000002
9,7.996944444444445,3.3019605752793604,1,Free Period,4,0.2,1,23.774116142011394,4.754823228402279,1,1,-3.2451767715977207
9,5.813611111111111,2.572555663313601,1,Free Period,1,-0.1,1,18.52240077585793,-1.852240077585793,1,0,-6.852240077585793
10,5.341666666666667,5.241875190647599,2,Free Period,2,0.0,1,37.74150137266272,0.0,1,0,-5.0
13,4.696944444444444,0.1740301056209903,0,Free Period,0,-0.2,1,1.2530167604711302,-0.2506033520942261,0,0,-0.2506033520942261
7,10.02361111111111,18.35758945409589,2,Free Period,1,-0.1,1,72.17,-7.2170000000000005,0,0,-7.2170000000000005
8,9.793055555555556,0.5233311092960502,0,Free Period,1,-0.1,1,3.7679839869315614,-0.3767983986931562,1,0,-5.376798398693156
9,7.978888888888889,3.47761655939046,0,Free Period,3,0.1,1,25.038839227611312,2.5038839227611316,1,1,-5.496116077238868
9,5.798055555555556,4.534930212231901,2,Free Period,4,0.2,1,32.65149752806968,6.530299505613937,1,1,-1.4697004943860632
10,1.5780555555555555,6.98344530117398,2,Free Period,2,0.0,1,11.362,0.0,1,0,-5.0
8,9.750277777777775,0.9072430055783602,1,Free Period,0,-0.2,1,6.532149640164194,-1.3064299280328389,1,0,-6.306429928032839
8,3.208333333333333,7.99785361868143,1,Free Period,3,0.1,1,23.099999999999998,2.31,1,1,-5.6899999999999995
8,4.054722222222222,5.830186251371099,1,Free Period,4,0.2,1,29.194,5.8388,1,1,-2.1612
11,4.695555555555556,8.732453255807,2,Free Period,3,0.1,1,33.80800000000001,3.3808000000000007,1,1,-4.619199999999999
7,7.8175,2.0742560190921804,1,Free Period,4,0.2,1,14.934643337463699,2.98692866749274,0,1,-0.013071332507260003
8,8.884166666666667,2.19678881793539,0,Free Period,4,0.2,1,15.816879489134807,3.1633758978269615,1,1,-4.8366241021730385
8,9.78472222222222,4.94070441364165,0,Free Period,2,0.0,1,35.573071778219884,0.0,1,0,-5.0
8,9.59027777777778,-1.8518898977481992,1,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,9.246944444444445,-0.7955902917378008,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,9.02361111111111,2.45947951467862,1,Free Period,4,0.2,1,17.708252505686065,3.5416505011372132,1,1,-4.458349498862787
9,6.196111111111111,4.19269676570447,1,Free Period,2,0.0,1,30.187416713072185,0.0,1,0,-5.0
7,7.479722222222223,1.2866388707304708,1,Free Period,2,0.0,1,9.26379986925939,0.0,0,0,0.0
8,8.77,-2.94514772430572,0,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,6.540555555555556,5.4041187729377,2,Free Period,1,-0.1,1,38.90965516515144,-3.8909655165151444,1,0,-8.890965516515145
9,3.2475,7.672917910890799,2,Free Period,1,-0.1,1,23.382,-2.3382,1,0,-7.3382000000000005
13,1.0055555555555555,1.25455417762314,0,Free Period,4,0.2,1,7.24,1.4480000000000002,0,1,-1.5519999999999998
10,7.966944444444445,20.61084802809116,2,Free Period,0,-0.2,1,57.362,-11.4724,1,0,-16.4724
11,1.1716666666666666,9.9066155735402,2,Free Period,4,0.2,1,8.436,1.6872,1,1,-6.3128
6,0.2027777777777777,5.41975788324073,1,Free Period,3,0.1,1,1.4599999999999995,0.14599999999999996,0,1,-2.854
6,4.112777777777778,8.8564123286184,2,Free Period,3,0.1,1,29.612,2.9612,0,1,-0.03880000000000017
7,5.743333333333333,-1.2485988194242896,0,Free Period,3,0.1,1,0.0,0.0,0,1,-3.0
8,7.791111111111111,-0.8998769640836013,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,9.745277777777778,1.4743748962581495,1,Free Period,3,0.1,1,10.615499253058678,1.0615499253058678,1,1,-6.938450074694132
8,3.678333333333333,8.05519045435134,2,Free Period,2,0.0,1,26.483999999999998,0.0,1,0,-5.0
8,2.233055555555556,7.68307142652953,1,Free Period,1,-0.1,1,16.078000000000003,-1.6078000000000003,1,0,-6.6078
8,9.122777777777776,14.1695136939617,2,Free Period,3,0.1,1,65.68399999999998,6.568399999999999,1,1,-1.4316000000000013
9,3.430555555555556,8.4083601116277,2,Free Period,0,-0.2,1,24.700000000000003,-4.940000000000001,1,0,-9.940000000000001
9,6.843333333333334,3.800440925974261,1,Free Period,0,-0.2,1,27.36317466701468,-5.4726349334029365,1,0,-10.472634933402936
12,5.409722222222222,4.327713486930261,1,Free Period,0,-0.2,1,31.15953710589788,-6.231907421179576,0,0,-6.231907421179576
15,1.6858333333333333,8.2248229925396,1,Free Period,0,-0.2,1,12.138,-2.4276,0,0,-2.4276
16,0.2813888888888889,4.14704192710092,0,Free Period,2,0.0,1,2.0260000000000002,0.0,1,0,-5.0
6,9.368055555555555,-1.4898967380841306,0,Free Period,0,-0.2,1,0.0,-0.0,0,0,-0.0
7,4.093611111111112,11.5921134031772,2,Free Period,3,0.1,1,29.47400000000001,2.9474000000000014,0,1,-0.05259999999999865
7,3.34,10.38651881376174,2,Free Period,4,0.2,1,24.048,4.8096,0,1,1.8095999999999997
7,15.250277777777775,9.1498864465708,2,Free Period,0,-0.2,1,65.87918241530977,-13.175836483061955,0,0,-13.175836483061955
7,15.105833333333331,2.69055009271783,1,Free Period,2,0.0,1,19.371960667568377,0.0,0,0,0.0
7,9.058333333333334,4.48227213048396,1,Free Period,2,0.0,1,32.27235933948451,0.0,0,0,0.0
8,9.773333333333332,1.3995471730709106,1,Free Period,0,-0.2,1,10.076739646110557,-2.0153479292221115,1,0,-7.015347929222111
8,8.059722222222222,3.7198461662090008,1,Free Period,4,0.2,1,26.782892396704806,5.356578479340961,1,1,-2.6434215206590386
8,9.0325,-2.8419096918453004,1,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,8.018333333333333,1.6730610225143998,1,Free Period,2,0.0,1,12.046039362103679,0.0,1,0,-5.0
9,6.539166666666667,4.769681597636801,1,Free Period,1,-0.1,1,34.34170750298497,-3.434170750298497,1,0,-8.434170750298497
9,5.169444444444444,0.65733810175273,0,Free Period,3,0.1,1,4.732834332619656,0.4732834332619656,1,1,-7.526716566738035
11,3.792777777777778,13.07692175287396,2,Free Period,2,0.0,1,27.308,0.0,1,0,-5.0
14,2.3161111111111112,10.325418849110813,1,Free Period,0,-0.2,1,16.676000000000002,-3.3352000000000004,0,0,-3.3352000000000004
6,9.213888888888889,-1.0211333039648895,0,Free Period,3,0.1,1,0.0,0.0,0,1,-3.0
7,4.518611111111111,9.566280894691053,2,Free Period,0,-0.2,1,32.534000000000006,-6.506800000000002,0,0,-6.506800000000002
7,9.201944444444443,0.1336863503357399,0,Free Period,0,-0.2,1,0.9625417224173273,-0.19250834448346546,0,0,-0.19250834448346546
7,10.105277777777776,0.1202034995580598,0,Free Period,1,-0.1,1,0.8654651968180306,-0.08654651968180306,0,0,-0.08654651968180306
8,6.785,-3.4656553664778595,0,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,9.547222222222222,13.6479929565632,2,Free Period,3,0.1,1,68.74000000000001,6.874000000000001,1,1,-1.1259999999999986
8,9.154166666666669,3.63394299345512,1,Free Period,1,-0.1,1,26.164389552876866,-2.6164389552876868,1,0,-7.616438955287687
9,6.594722222222222,2.5109925853065995,1,Free Period,2,0.0,1,18.079146614207517,0.0,1,0,-5.0
9,7.2572222222222225,7.58284581849196,1,Free Period,0,-0.2,1,52.252,-10.450400000000002,1,0,-15.450400000000002
13,2.405,15.3123450149719,2,Free Period,4,0.2,1,17.316,3.4632,0,1,0.46320000000000006
6,9.400277777777776,1.19015238711476,0,Free Period,0,-0.2,1,8.569097187226271,-1.7138194374452542,0,0,-1.7138194374452542
7,3.7025,8.10944718687001,2,Free Period,0,-0.2,1,26.658,-5.331600000000001,0,0,-5.331600000000001
7,3.8030555555555554,15.3943543744435,2,Free Period,2,0.0,1,27.381999999999998,0.0,0,0,0.0
7,9.21,9.3338230922499,2,Free Period,0,-0.2,1,66.31200000000001,-13.262400000000003,0,0,-13.262400000000003
7,3.203888888888889,19.08960930242895,2,Free Period,1,-0.1,1,23.068,-2.3068000000000004,0,0,-2.3068000000000004
7,7.1066666666666665,-3.21143264704272,0,Free Period,1,-0.1,1,0.0,-0.0,0,0,-0.0
8,8.42,1.1139102410377006,0,Free Period,3,0.1,1,8.020153735471444,0.8020153735471445,1,1,-7.197984626452856
8,9.525833333333331,-2.16854166826656,0,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,6.516111111111111,5.343021818187498,2,Free Period,0,-0.2,1,38.46975709094999,-7.693951418189998,1,0,-12.693951418189998
9,6.596388888888889,0.2796778701099995,1,Free Period,0,-0.2,1,2.0136806647919965,-0.40273613295839933,1,0,-5.402736132958399
13,1.5202777777777778,8.25499272314483,1,Free Period,2,0.0,1,10.946000000000002,0.0,0,0,0.0
14,3.6147222222222224,9.5757924478707,2,Free Period,1,-0.1,1,26.026000000000003,-2.6026000000000007,0,0,-2.6026000000000007
6,9.330555555555556,-2.2350377442602305,0,Free Period,4,0.2,1,0.0,0.0,0,1,-3.0
7,7.811944444444444,-1.37152631385435,0,Free Period,3,0.1,1,0.0,0.0,0,1,-3.0
7,15.250833333333333,6.85820895361013,1,Free Period,1,-0.1,1,49.37910446599294,-4.937910446599294,0,0,-4.937910446599294
7,3.172222222222222,8.35970567480282,2,Free Period,3,0.1,1,22.84,2.2840000000000003,0,1,-0.7159999999999997
7,8.077777777777778,8.4179218649037,1,Free Period,2,0.0,1,58.16,0.0,0,0,0.0
8,9.681666666666668,0.4573832745813604,0,Free Period,2,0.0,1,3.293159576985795,0.0,1,0,-5.0
9,6.443055555555556,9.8610142834223,2,Free Period,0,-0.2,1,46.39000000000001,-9.278000000000002,1,0,-14.278000000000002
9,8.930833333333334,19.0774199067747,2,Free Period,4,0.2,1,64.302,12.860400000000002,1,1,4.860400000000002
9,6.599444444444444,3.5786690958756004,1,Free Period,3,0.1,1,25.766417490304324,2.5766417490304327,1,1,-5.423358250969567
9,8.546388888888888,3.3117933307190803,1,Free Period,1,-0.1,1,23.84491198117738,-2.384491198117738,1,0,-7.384491198117738
9,7.027777777777778,8.360726194091981,1,Free Period,2,0.0,1,50.6,0.0,1,0,-5.0
13,9.565,0.7166371802764102,0,Free Period,0,-0.2,1,5.159787697990153,-1.0319575395980307,0,0,-1.0319575395980307
13,1.5047222222222223,11.54047943418623,1,Free Period,0,-0.2,1,10.834000000000001,-2.1668000000000003,0,0,-2.1668000000000003
11,6.36,19.62362260936913,2,Free Period,3,0.1,1,45.792,4.5792,1,1,-3.4208
14,2.0775,11.4286330663056,2,Free Period,2,0.0,1,14.958000000000002,0.0,0,0,0.0
12,5.64,19.94517904427057,2,Free Period,4,0.2,1,40.608,8.121599999999999,0,1,5.121599999999999
6,9.391944444444444,1.53505710787379,0,Free Period,2,0.0,1,11.052411176691288,0.0,0,0,0.0
7,4.453055555555555,10.2594393305202,2,Free Period,3,0.1,1,32.062,3.2062,0,1,0.20619999999999994
7,5.365833333333334,-1.3273901971991808,0,Free Period,3,0.1,1,0.0,0.0,0,1,-3.0
7,4.3475,9.7949709235671,2,Free Period,2,0.0,1,31.302000000000003,0.0,0,0,0.0
7,9.293611111111112,7.42821720814129,1,Free Period,3,0.1,1,53.48316389861729,5.348316389861729,0,1,2.348316389861729
8,9.596111111111112,1.8561699450778293,0,Free Period,2,0.0,1,13.364423604560372,0.0,1,0,-5.0
8,4.08,6.76402986463686,1,Free Period,1,-0.1,1,29.376,-2.9376,1,0,-7.9376
8,2.511111111111111,5.6072712982595,1,Free Period,2,0.0,1,18.080000000000002,0.0,1,0,-5.0
8,4.245,15.1637118213925,2,Free Period,2,0.0,1,30.564,0.0,1,0,-5.0
8,8.011388888888888,9.970066012932229,1,Free Period,3,0.1,1,57.681999999999995,5.7682,1,1,-2.2318
9,6.62,6.02432442137427,1,Free Period,3,0.1,1,43.375135833894745,4.337513583389475,1,1,-3.662486416610525
9,8.515277777777778,2.4906091326782303,1,Free Period,0,-0.2,1,17.93238575528326,-3.586477151056652,1,0,-8.586477151056652
12,3.9497222222222224,-0.4435606730122601,0,Free Period,0,-0.2,1,0.0,-0.0,0,0,-0.0
16,0.3480555555555555,5.2146128533085605,0,Free Period,1,-0.1,1,2.506,-0.2506,1,0,-5.2506
6,9.353055555555557,1.5236226854316497,0,Free Period,0,-0.2,1,10.970083335107878,-2.1940166670215757,0,0,-2.1940166670215757
8,8.453333333333333,1.4270001781543709,1,Free Period,2,0.0,1,10.274401282711471,0.0,1,0,-5.0
8,13.723333333333333,2.66710843573129,0,Free Period,3,0.1,1,19.20318073726529,1.9203180737265289,1,1,-6.079681926273471
8,2.5869444444444443,4.1882398405017,1,Free Period,0,-0.2,1,18.625999999999998,-3.7251999999999996,1,0,-8.7252
8,6.575555555555556,7.1171720224857005,2,Free Period,0,-0.2,1,47.344,-9.4688,1,0,-14.4688
8,8.069166666666666,-2.9947873636624003,1,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
9,7.993888888888889,-0.1939990556994999,1,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
9,5.975555555555555,3.2962636561077794,1,Free Period,2,0.0,1,23.733098323976012,0.0,1,0,-5.0
9,3.856944444444444,1.7712986148422996,1,Free Period,3,0.1,1,12.753350026864558,1.2753350026864558,1,1,-6.724664997313544
9,2.4633333333333334,0.1149232031740798,0,Free Period,1,-0.1,1,0.8274470628533745,-0.08274470628533746,1,0,-5.082744706285338
11,3.107222222222222,9.5145352773383,2,Free Period,0,-0.2,1,22.372,-4.4744,1,0,-9.4744
