arrival_hour,park_duration,energy_gap,demand_level_encoded,price_sensitive,action_index,action_value,price_sensitive_flag,delivered_energy,revenue,peak_penalty,discomfort_penalty,reward
8,7.256944444444445,12.7150635047151,2,Free Period,1,-0.1,1,52.25,-5.2250000000000005,1,0,-10.225000000000001
9,5.99,3.86104093275355,0,Free Period,4,0.2,1,27.79949471582556,5.559898943165113,1,1,-2.4401010568348873
9,7.464166666666666,2.03454432987962,1,Free Period,0,-0.2,1,14.648719175133264,-2.929743835026653,1,0,-7.9297438350266525
9,4.669722222222222,1.0718959068993,2,Free Period,0,-0.2,1,7.71765052967496,-1.543530105934992,1,0,-6.543530105934992
9,6.57,7.5713637046951,2,Free Period,2,0.0,1,47.304,0.0,1,0,-5.0
9,8.521666666666667,1.73392810605912,0,Free Period,2,0.0,1,12.484282363625665,0.0,1,0,-5.0
9,2.503055555555556,9.3959692045615,2,Free Period,4,0.2,1,18.022000000000006,3.6044000000000014,1,1,-4.395599999999998
10,6.732777777777778,2.72708095030892,0,Free Period,0,-0.2,1,19.634982842224225,-3.9269965684448453,1,0,-8.926996568444846
11,3.7405555555555554,-1.1292533015435904,0,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
12,4.083333333333333,14.31376595087874,2,Free Period,2,0.0,1,29.4,0.0,0,0,0.0
13,2.1333333333333333,5.69692342293503,1,Free Period,2,0.0,1,15.36,0.0,0,0,0.0
16,0.8730555555555556,4.75915734318281,0,Free Period,0,-0.2,1,6.2860000000000005,-1.2572,1,0,-6.2572
10,3.81,1.6881197392473997,2,Free Period,3,0.1,1,12.154462122581277,1.2154462122581278,1,1,-6.7845537877418725
4,0.0716666666666666,0.1515487055964097,0,Free Period,1,-0.1,1,0.5159999999999996,-0.05159999999999996,0,0,-0.05159999999999996
6,5.670555555555556,6.58553842040554,1,Free Period,2,0.0,1,40.828,0.0,0,0,0.0
7,9.875555555555556,-0.2777397504774397,0,Free Period,2,0.0,1,0.0,0.0,0,0,0.0
7,7.735,2.5161998478499603,1,Free Period,3,0.1,1,18.116638904519714,1.8116638904519715,0,1,-1.1883361095480285
7,8.07611111111111,13.3540977012602,2,Free Period,3,0.1,1,58.147999999999996,5.8148,0,1,2.8148
7,5.269166666666667,9.6990280364298,2,Free Period,4,0.2,1,37.938,7.587600000000001,0,1,4.587600000000001
7,9.404722222222222,1.99113774487211,0,Free Period,4,0.2,1,14.336191763079192,2.8672383526158387,0,1,-0.1327616473841613
7,4.391944444444444,4.90794155661572,1,Free Period,1,-0.1,1,31.622,-3.1622000000000003,0,0,-3.1622000000000003
7,5.678888888888889,4.43727176651692,1,Free Period,1,-0.1,1,31.948356718921826,-3.1948356718921826,0,0,-3.1948356718921826
7,3.678611111111111,1.5336176592695985,2,Free Period,0,-0.2,1,11.04204714674111,-2.208409429348222,0,0,-2.208409429348222
7,9.035277777777775,-10.158004288096496,2,Free Period,4,0.2,1,0.0,0.0,0,1,-3.0
7,8.018333333333333,16.15620346225724,2,Free Period,2,0.0,1,57.732,0.0,0,0,0.0
8,7.8875,10.3806566646668,2,Free Period,4,0.2,1,56.79,11.358,1,1,3.3580000000000005
8,3.776666666666667,4.383041924370559,1,Free Period,2,0.0,1,27.192,0.0,1,0,-5.0
8,8.481666666666667,5.41336917228988,1,Free Period,3,0.1,1,38.97625804048713,3.8976258040487135,1,1,-4.1023741959512865
8,4.5552777777777775,1.0674971051711992,1,Free Period,4,0.2,1,7.685979157232635,1.537195831446527,1,1,-6.462804168553473
8,8.460833333333333,2.70461278989543,0,Free Period,3,0.1,1,19.473212087247095,1.9473212087247096,1,1,-6.052678791275291
8,8.391388888888889,4.00124356055513,1,Free Period,1,-0.1,1,28.808953635996936,-2.8808953635996937,1,0,-7.880895363599693
8,7.126111111111111,4.18516741845823,1,Free Period,1,-0.1,1,30.133205412899255,-3.0133205412899255,1,0,-8.013320541289925
8,6.218055555555556,4.0077031326531,1,Free Period,0,-0.2,1,28.855462555102324,-5.771092511020465,1,0,-10.771092511020466
8,8.192777777777778,10.30790585385383,2,Free Period,4,0.2,1,58.988,11.797600000000001,1,1,3.797600000000001
9,7.383333333333334,-5.4537595559522,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
9,8.851944444444445,-2.5029631928577603,0,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
9,6.844444444444444,2.6122107484713,1,Free Period,1,-0.1,1,18.807917388993364,-1.8807917388993365,1,0,-6.880791738899337
9,5.753333333333333,3.1013754767806696,0,Free Period,1,-0.1,1,22.32990343282082,-2.2329903432820823,1,0,-7.232990343282083
9,6.7075,8.52015474239661,1,Free Period,2,0.0,1,48.294,0.0,1,0,-5.0
9,8.694722222222222,8.91841719078375,1,Free Period,3,0.1,1,62.602,6.2602,1,1,-1.7397999999999998
9,14.213888888888889,6.3272684379385,2,Free Period,3,0.1,1,45.5563327531572,4.55563327531572,1,1,-3.44436672468428
9,5.557777777777778,0.2025414904959994,1,Free Period,4,0.2,1,1.4582987315711957,0.29165974631423913,1,1,-7.708340253685761
12,3.299722222222222,7.8628212876684,2,Free Period,4,0.2,1,23.758,4.7516,0,1,1.7515999999999998
12,4.024166666666667,2.4571279482308004,1,Free Period,0,-0.2,1,17.691321227261763,-3.538264245452353,0,0,-3.538264245452353
13,3.8516666666666666,7.68972177303444,1,Free Period,1,-0.1,1,27.732,-2.7732,0,0,-2.7732
15,1.1747222222222222,5.12575864666377,0,Free Period,4,0.2,1,8.458,1.6916000000000002,0,1,-1.3083999999999998
5,7.055555555555555,8.96248200655964,1,Free Period,3,0.1,1,50.8,5.08,0,1,2.08
6,5.881111111111111,7.59256262308941,1,Free Period,2,0.0,1,42.344,0.0,0,0,0.0
6,9.103055555555557,5.815033641806,2,Free Period,3,0.1,1,41.8682422210032,4.18682422210032,0,1,1.18682422210032
6,8.601111111111111,7.2468931960454,2,Free Period,1,-0.1,1,52.177631011526884,-5.217763101152689,0,0,-5.217763101152689
7,13.313333333333333,2.6973418632215003,0,Free Period,3,0.1,1,19.420861415194803,1.9420861415194803,0,1,-1.0579138584805197
7,9.255,5.95090729180199,1,Free Period,0,-0.2,1,42.84653250097433,-8.569306500194866,0,0,-8.569306500194866
7,16.254722222222224,4.745075779754799,2,Free Period,1,-0.1,1,34.164545614234555,-3.4164545614234556,0,0,-3.4164545614234556
7,4.71,4.62874699422944,1,Free Period,2,0.0,1,33.32697835845197,0.0,0,0,0.0
7,7.675,1.0105502127590498,1,Free Period,0,-0.2,1,7.275961531865159,-1.4551923063730319,0,0,-1.4551923063730319
7,5.113333333333333,7.428690590520199,2,Free Period,1,-0.1,1,36.816,-3.6816000000000004,0,0,-3.6816000000000004
7,9.512777777777778,3.686734510733,0,Free Period,2,0.0,1,26.5444884772776,0.0,0,0,0.0
7,3.893611111111111,4.37554195681228,1,Free Period,0,-0.2,1,28.034,-5.6068,0,0,-5.6068
7,9.253055555555555,4.6900005391535,1,Free Period,0,-0.2,1,33.7680038819052,-6.753600776381041,0,0,-6.753600776381041
7,9.403888888888888,-7.4946612217873,1,Free Period,1,-0.1,1,0.0,-0.0,0,0,-0.0
7,8.513333333333334,-0.6411450779443495,1,Free Period,4,0.2,1,0.0,0.0,0,1,-3.0
7,6.512777777777778,7.3236939549354,1,Free Period,0,-0.2,1,46.892,-9.378400000000001,0,0,-9.378400000000001
8,7.974166666666667,2.4137345871623808,1,Free Period,0,-0.2,1,17.37888902756914,-3.4757778055138284,1,0,-8.475777805513829
8,7.915555555555556,10.9989449618337,2,Free Period,2,0.0,1,56.992000000000004,0.0,1,0,-5.0
8,8.828888888888889,-2.912823459336,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,3.489444444444445,9.97093079792621,2,Free Period,1,-0.1,1,25.124000000000006,-2.512400000000001,1,0,-7.512400000000001
8,8.664444444444445,2.0549730455872,0,Free Period,1,-0.1,1,14.795805928227841,-1.479580592822784,1,0,-6.479580592822784
8,7.145555555555555,4.5567682459141,2,Free Period,4,0.2,1,32.80873137058152,6.561746274116304,1,1,-1.4382537258836958
8,7.603055555555556,5.5496392090561,2,Free Period,4,0.2,1,39.95740230520392,7.991480461040784,1,1,-0.008519538959215645
8,7.590277777777778,5.21465069974896,1,Free Period,1,-0.1,1,37.54548503819251,-3.754548503819251,1,0,-8.754548503819251
8,6.16,4.27458285762908,1,Free Period,4,0.2,1,30.776996574929377,6.155399314985876,1,1,-1.8446006850141243
8,9.489444444444445,-3.639953993167581,0,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
8,3.341666666666667,6.99934075431687,1,Free Period,1,-0.1,1,24.060000000000002,-2.4060000000000006,1,0,-7.406000000000001
8,7.283055555555555,5.3979308486931,1,Free Period,4,0.2,1,38.86510211059032,7.773020422118065,1,1,-0.22697957788193523
8,7.141666666666667,-1.0435164815788998,1,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
8,3.4791666666666665,-0.7869176013435908,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,2.5394444444444444,5.180904634119649,1,Free Period,0,-0.2,1,18.284,-3.6568,1,0,-8.6568
9,6.853055555555556,10.6286438280272,2,Free Period,1,-0.1,1,49.342,-4.934200000000001,1,0,-9.9342
9,7.1241666666666665,2.848012167221229,1,Free Period,0,-0.2,1,20.50568760399285,-4.10113752079857,1,0,-9.10113752079857
10,1.7341666666666666,-3.5439557862167,1,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
11,2.490833333333333,3.81721756607996,1,Free Period,0,-0.2,1,17.933999999999997,-3.5867999999999998,1,0,-8.5868
13,3.328333333333333,-1.5144502710558,1,Free Period,1,-0.1,1,0.0,-0.0,0,0,-0.0
13,3.698055555555555,3.336126892342,1,Free Period,3,0.1,1,24.0201136248624,2.40201136248624,0,1,-0.59798863751376
13,1.9047222222222224,5.56063104130209,1,Free Period,4,0.2,1,13.714000000000002,2.742800000000001,0,1,-0.2571999999999992
13,2.563055555555556,5.47746416590057,1,Free Period,1,-0.1,1,18.454000000000004,-1.8454000000000006,0,0,-1.8454000000000006
13,1.4169444444444443,8.00834772577629,1,Free Period,4,0.2,1,10.202,2.0404,0,1,-0.9596
15,1.762222222222222,-2.9203175802669303,0,Free Period,2,0.0,1,0.0,0.0,0,0,0.0
17,0.8858333333333334,-0.3153563306369999,1,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
6,6.599722222222222,5.4434709764312,2,Free Period,2,0.0,1,39.19299103030465,0.0,0,0,0.0
6,8.491388888888888,7.2597624791127,2,Free Period,1,-0.1,1,52.270289849611444,-5.227028984961144,0,0,-5.227028984961144
7,6.343055555555556,4.76807383897446,1,Free Period,3,0.1,1,34.33013164061611,3.4330131640616113,0,1,0.4330131640616113
7,7.821944444444444,4.02703360821928,1,Free Period,4,0.2,1,28.994641979178816,5.798928395835763,0,1,2.7989283958357634
7,5.798055555555556,10.0639862128236,1,Free Period,0,-0.2,1,41.746,-8.349200000000002,0,0,-8.349200000000002
7,8.288333333333334,12.6500911726469,2,Free Period,4,0.2,1,59.67600000000001,11.935200000000002,0,1,8.935200000000002
7,4.713611111111111,7.62166877453987,1,Free Period,1,-0.1,1,33.937999999999995,-3.3937999999999997,0,0,-3.3937999999999997
7,8.140555555555556,6.614375423926701,2,Free Period,4,0.2,1,47.62350305227225,9.52470061045445,0,1,6.524700610454451
7,7.604722222222223,1.1018816805917009,1,Free Period,0,-0.2,1,7.933548100260246,-1.5867096200520494,0,0,-1.5867096200520494
7,4.4591666666666665,4.81067198886472,1,Free Period,1,-0.1,1,32.106,-3.2106000000000003,0,0,-3.2106000000000003
7,9.265555555555556,4.3242841303368,0,Free Period,4,0.2,1,31.134845738424957,6.226969147684992,0,1,3.2269691476849918
7,6.745833333333334,1.6685996831956895,0,Free Period,3,0.1,1,12.013917719008965,1.2013917719008966,0,1,-1.7986082280991034
7,9.131944444444445,1.6286119077196703,0,Free Period,1,-0.1,1,11.726005735581627,-1.1726005735581626,0,0,-1.1726005735581626
7,5.628888888888889,4.88459072678604,1,Free Period,1,-0.1,1,35.16905323285948,-3.5169053232859486,0,0,-3.5169053232859486
7,4.59,5.01477400349745,1,Free Period,3,0.1,1,33.048,3.3048,0,1,0.3048000000000002
8,7.893055555555556,-1.8957961374637995,1,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
8,7.820833333333334,4.47783821008459,1,Free Period,0,-0.2,1,32.24043511260905,-6.44808702252181,1,0,-11.448087022521811
8,8.687777777777777,0.3529941360474993,1,Free Period,2,0.0,1,2.541557779541995,0.0,1,0,-5.0
8,7.620555555555556,7.9460512576048,2,Free Period,4,0.2,1,54.868,10.973600000000001,1,1,2.973600000000001
8,9.523055555555556,-3.8673847728558,0,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,8.403888888888888,4.83703147539935,1,Free Period,2,0.0,1,34.82662662287532,0.0,1,0,-5.0
8,7.372222222222222,5.021213647096779,1,Free Period,1,-0.1,1,36.152738259096814,-3.6152738259096817,1,0,-8.615273825909682
8,8.294166666666667,-2.6826749106292302,0,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,2.6691666666666665,-11.2186068345244,1,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,7.841388888888889,1.5263017570120994,1,Free Period,2,0.0,1,10.989372650487116,0.0,1,0,-5.0
9,6.979722222222223,3.2410784184882004,2,Free Period,2,0.0,1,23.335764613115042,0.0,1,0,-5.0
9,6.2058333333333335,1.1300265018495104,1,Free Period,3,0.1,1,8.136190813316475,0.8136190813316475,1,1,-7.186380918668353
9,3.437222222222222,7.359808350461,2,Free Period,0,-0.2,1,24.748,-4.9496,1,0,-9.9496
13,2.819166666666667,5.56143062237776,1,Free Period,2,0.0,1,20.298000000000002,0.0,0,0,0.0
6,5.777222222222222,9.2661220753197,1,Free Period,2,0.0,1,41.596,0.0,0,0,0.0
6,6.6563888888888885,3.35548840214498,1,Free Period,1,-0.1,1,24.159516495443857,-2.415951649544386,0,0,-2.415951649544386
7,9.821666666666667,7.94749134714218,1,Free Period,4,0.2,1,57.2219376994237,11.44438753988474,0,1,8.44438753988474
7,4.026111111111111,6.332790094176829,1,Free Period,0,-0.2,1,28.988,-5.7976,0,0,-5.7976
7,9.34,7.47346178747229,1,Free Period,1,-0.1,1,53.80892486980049,-5.380892486980049,0,0,-5.380892486980049
7,7.0841666666666665,4.550721952994399,2,Free Period,3,0.1,1,32.76519806155967,3.2765198061559673,0,1,0.2765198061559673
7,9.071388888888889,0.7660436292827297,0,Free Period,3,0.1,1,5.515514130835654,0.5515514130835654,0,1,-2.4484485869164345
7,9.02361111111111,8.41255390571755,2,Free Period,2,0.0,1,60.57038812116636,0.0,0,0,0.0
8,8.856666666666667,7.047317838656301,2,Free Period,2,0.0,1,50.74068843832537,0.0,1,0,-5.0
8,8.706944444444444,-2.7177577329736007,1,Free Period,3,0.1,1,0.0,0.0,1,1,-8.0
8,8.696944444444444,0.0588147560556997,1,Free Period,2,0.0,1,0.42346624360103785,0.0,1,0,-5.0
8,8.4225,2.0620267112985005,1,Free Period,0,-0.2,1,14.846592321349204,-2.969318464269841,1,0,-7.969318464269842
8,2.808333333333333,7.136895139777771,2,Free Period,2,0.0,1,20.22,0.0,1,0,-5.0
8,6.770277777777777,8.42754576782779,2,Free Period,4,0.2,1,48.745999999999995,9.7492,1,1,1.7492
8,9.25361111111111,2.5417821499653,2,Free Period,2,0.0,1,18.300831479750162,0.0,1,0,-5.0
8,7.153333333333333,-2.79384928126267,0,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
8,8.127222222222223,2.7977077905361,1,Free Period,0,-0.2,1,20.14349609185992,-4.028699218371984,1,0,-9.028699218371983
8,7.0152777777777775,5.9051541404113,2,Free Period,1,-0.1,1,42.51710981096136,-4.251710981096136,1,0,-9.251710981096135
9,5.978611111111111,1.5793185089049395,0,Free Period,1,-0.1,1,11.371093264115565,-1.1371093264115566,1,0,-6.137109326411556
9,1.8441666666666667,11.1606697977857,2,Free Period,4,0.2,1,13.278,2.6556,1,1,-5.3444
9,3.805,5.68741217496194,1,Free Period,0,-0.2,1,27.396,-5.4792000000000005,1,0,-10.4792
9,8.567777777777778,-1.3463391160000602,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
9,3.341111111111111,5.761916973536181,1,Free Period,0,-0.2,1,24.056,-4.8112,1,0,-9.8112
9,7.226388888888889,-1.8800538727964704,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
9,5.188611111111111,1.1626701689634,1,Free Period,0,-0.2,1,8.37122521653648,-1.6742450433072962,1,0,-6.674245043307296
11,3.9052777777777776,-0.8733160948339993,1,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
12,4.0008333333333335,20.279311125785703,2,Free Period,2,0.0,1,28.806,0.0,0,0,0.0
13,2.8894444444444445,-2.1195358191619604,0,Free Period,1,-0.1,1,0.0,-0.0,0,0,-0.0
14,2.7802777777777776,10.31979353346913,1,Free Period,0,-0.2,1,20.018,-4.0036000000000005,0,0,-4.0036000000000005
9,7.654722222222222,-0.1373198792432006,2,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
11,3.462222222222222,8.6773608536877,2,Free Period,2,0.0,1,24.928,0.0,1,0,-5.0
14,2.98,0.5238522665857008,2,Free Period,1,-0.1,1,3.771736319417046,-0.3771736319417046,0,0,-0.3771736319417046
6,10.939722222222224,4.06963077393132,1,Free Period,4,0.2,1,29.301341572305503,5.860268314461101,0,1,2.860268314461101
6,4.566111111111111,6.3017141713123,2,Free Period,3,0.1,1,32.876,3.2876,0,1,0.28759999999999986
7,8.942777777777778,13.1575832841979,2,Free Period,3,0.1,1,64.388,6.4388000000000005,0,1,3.4388000000000005
7,7.8502777777777775,4.42963053512685,1,Free Period,2,0.0,1,31.89333985291332,0.0,0,0,0.0
7,4.781666666666666,8.06238381067754,1,Free Period,1,-0.1,1,34.428,-3.4428,0,0,-3.4428
7,8.731666666666667,7.073440933750399,2,Free Period,3,0.1,1,50.928774723002874,5.092877472300287,0,1,2.0928774723002874
7,5.332777777777777,9.5678843889769,2,Free Period,2,0.0,1,38.396,0.0,0,0,0.0
7,9.028055555555556,5.75653173875598,1,Free Period,4,0.2,1,41.44702851904306,8.289405703808612,0,1,5.289405703808612
7,4.471388888888889,3.476669360693601,1,Free Period,3,0.1,1,25.032019396993928,2.5032019396993928,0,1,-0.49679806030060725
7,7.319166666666667,8.06121826898425,1,Free Period,2,0.0,1,52.698,0.0,0,0,0.0
7,9.2525,2.5034313184024297,0,Free Period,2,0.0,1,18.024705492497496,0.0,0,0,0.0
7,10.237777777777778,-1.48037603302379,0,Free Period,0,-0.2,1,0.0,-0.0,0,0,-0.0
7,7.123888888888889,11.6345678487312,2,Free Period,4,0.2,1,51.292,10.258400000000002,0,1,7.258400000000002
7,8.026388888888889,3.94407527850635,0,Free Period,0,-0.2,1,28.397342005245722,-5.679468401049145,0,0,-5.679468401049145
8,5.409166666666667,-3.509097375911701,1,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
8,8.851666666666667,5.564845435776791,1,Free Period,0,-0.2,1,40.06688713759289,-8.013377427518579,1,0,-13.013377427518579
8,6.666666666666667,11.44122469075857,2,Free Period,0,-0.2,1,48.0,-9.600000000000001,1,0,-14.600000000000001
8,8.635833333333334,4.232637551048429,1,Free Period,3,0.1,1,30.47499036754869,3.047499036754869,1,1,-4.9525009632451304
8,9.405277777777778,2.7431907914442,2,Free Period,2,0.0,1,19.75097369839824,0.0,1,0,-5.0
8,15.060555555555556,-7.786288870066699,2,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
8,8.047777777777778,-0.1368997677439001,1,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,8.030833333333334,3.36201924752174,0,Free Period,4,0.2,1,24.20653858215653,4.841307716431306,1,1,-3.158692283568694
8,6.023333333333333,-2.91574261221089,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,8.017777777777777,2.13264482318165,0,Free Period,1,-0.1,1,15.35504272690788,-1.5355042726907882,1,0,-6.535504272690789
9,9.182777777777778,12.17420166464889,2,Free Period,0,-0.2,1,66.116,-13.2232,1,0,-18.2232
9,8.43,3.0028927159332,2,Free Period,3,0.1,1,21.62082755471904,2.162082755471904,1,1,-5.8379172445280965
9,7.838055555555556,-3.9414041831908,1,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
9,8.303888888888888,2.4392146942636,1,Free Period,1,-0.1,1,17.562345798697923,-1.7562345798697923,1,0,-6.756234579869792
9,6.601666666666667,13.8814839838505,2,Free Period,0,-0.2,1,47.532000000000004,-9.506400000000001,1,0,-14.506400000000001
9,2.263333333333333,4.85165700496388,1,Free Period,4,0.2,1,16.296,3.2592,1,1,-4.7408
10,5.818611111111111,-7.9245730047188,0,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
11,5.36,-0.4926721674067007,1,Free Period,1,-0.1,1,0.0,-0.0,1,0,-5.0
12,2.4925,1.6185767644348008,1,Free Period,0,-0.2,1,11.653752703930566,-2.3307505407861133,0,0,-2.3307505407861133
12,3.207222222222222,3.3956320450061703,0,Free Period,1,-0.1,1,23.092,-2.3092,0,0,-2.3092
12,3.1752777777777776,29.05100771797463,2,Free Period,4,0.2,1,22.862,4.5724,0,1,1.5724
13,2.358055555555556,2.79453502623952,1,Free Period,1,-0.1,1,16.978000000000005,-1.6978000000000006,0,0,-1.6978000000000006
16,0.6952777777777778,5.14155927972281,0,Free Period,4,0.2,1,5.006,1.0012,1,1,-6.9988
6,5.915,7.72499667214999,1,Free Period,0,-0.2,1,42.588,-8.5176,0,0,-8.5176
6,9.22888888888889,1.79831427238632,0,Free Period,2,0.0,1,12.947862761181504,0.0,0,0,0.0
6,10.073611111111113,4.15504222276901,1,Free Period,1,-0.1,1,29.916304003936876,-2.9916304003936878,0,0,-2.9916304003936878
6,8.0725,2.34600131912506,1,Free Period,2,0.0,1,16.891209497700434,0.0,0,0,0.0
7,8.973055555555556,10.5027042260718,2,Free Period,4,0.2,1,64.60600000000001,12.921200000000002,0,1,9.921200000000002
7,8.440277777777778,7.440869414602,2,Free Period,1,-0.1,1,53.5742597851344,-5.35742597851344,0,0,-5.35742597851344
7,4.38,4.943647293469599,2,Free Period,3,0.1,1,31.536,3.1536000000000004,0,1,0.1536000000000004
7,7.614166666666667,-0.32609220139227,0,Free Period,2,0.0,1,0.0,0.0,0,0,0.0
7,9.558055555555557,3.07779066538993,0,Free Period,1,-0.1,1,22.160092790807496,-2.2160092790807497,0,0,-2.2160092790807497
7,7.982222222222222,7.75769272309515,1,Free Period,2,0.0,1,55.85538760628508,0.0,0,0,0.0
7,9.214722222222225,2.2653509526897,1,Free Period,1,-0.1,1,16.310526859365844,-1.6310526859365844,0,0,-1.6310526859365844
7,9.440277777777778,3.80818398840176,0,Free Period,0,-0.2,1,27.418924716492672,-5.483784943298534,0,0,-5.483784943298534
7,7.913055555555555,2.1898688562800004,2,Free Period,2,0.0,1,15.767055765216003,0.0,0,0,0.0
7,7.158888888888889,3.026977147255499,1,Free Period,3,0.1,1,21.794235460239594,2.1794235460239597,0,1,-0.8205764539760403
7,5.500555555555556,8.722599960589491,1,Free Period,3,0.1,1,39.604,3.9604,0,1,0.9603999999999999
8,6.983055555555556,8.46186251251035,2,Free Period,4,0.2,1,50.278,10.0556,1,1,2.0556
8,8.270555555555555,3.999305289094029,1,Free Period,1,-0.1,1,28.794998081477008,-2.879499808147701,1,0,-7.879499808147701
8,9.687222222222225,-1.24107084170739,0,Free Period,2,0.0,1,0.0,0.0,1,0,-5.0
8,3.2958333333333334,2.7826683189371995,2,Free Period,4,0.2,1,20.035211896347835,4.007042379269567,1,1,-3.992957620730433
8,8.4775,5.100226911061901,1,Free Period,2,0.0,1,36.721633759645684,0.0,1,0,-5.0
8,7.455277777777778,6.7689966791011,2,Free Period,1,-0.1,1,48.73677608952792,-4.873677608952793,1,0,-9.873677608952793
8,3.4280555555555554,8.436529878978849,1,Free Period,3,0.1,1,24.682,2.4682,1,1,-5.5318000000000005
8,8.333333333333334,-1.1103807716671998,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,9.1275,4.5003755807559,2,Free Period,3,0.1,1,32.40270418144248,3.2402704181442483,1,1,-4.759729581855751
8,8.015555555555556,5.66063416659232,1,Free Period,4,0.2,1,40.756565999464705,8.151313199892941,1,1,0.15131319989294134
9,6.98,1.6691387048804032,2,Free Period,0,-0.2,1,12.017798675138904,-2.403559735027781,1,0,-7.40355973502778
9,6.858888888888889,-6.224673260063401,1,Free Period,4,0.2,1,0.0,0.0,1,1,-8.0
9,7.841388888888889,7.67810427493472,1,Free Period,1,-0.1,1,55.282350779529985,-5.528235077952999,1,0,-10.528235077953
9,2.8219444444444446,-5.6268979323638,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
9,5.79,3.5920968191118003,1,Free Period,4,0.2,1,25.863097097604964,5.172619419520993,1,1,-2.827380580479007
10,6.343611111111112,7.33622659078448,1,Free Period,1,-0.1,1,45.674000000000014,-4.567400000000002,1,0,-9.567400000000003
10,4.194444444444445,5.88125435607145,1,Free Period,3,0.1,1,30.200000000000003,3.0200000000000005,1,1,-4.9799999999999995
11,6.823888888888889,1.24976024615259,0,Free Period,1,-0.1,1,8.99827377229865,-0.8998273772298649,1,0,-5.899827377229865
13,2.0925,4.22420079574468,1,Free Period,2,0.0,1,15.065999999999999,0.0,0,0,0.0
14,2.910277777777778,1.5232618874272594,0,Free Period,1,-0.1,1,10.967485589476269,-1.096748558947627,0,0,-1.096748558947627
6,9.536388888888888,9.6317157766236,2,Free Period,1,-0.1,1,68.66199999999999,-6.866199999999999,0,0,-6.866199999999999
6,8.52111111111111,4.74115295757119,1,Free Period,2,0.0,1,34.13630129451257,0.0,0,0,0.0
7,8.265555555555556,6.2519281576532,2,Free Period,4,0.2,1,45.013882735103046,9.00277654702061,0,1,6.002776547020609
7,9.751666666666669,-1.41136002819664,0,Free Period,4,0.2,1,0.0,0.0,0,1,-3.0
7,7.9675,0.8760972509344,2,Free Period,1,-0.1,1,6.30790020672768,-0.6307900206727681,0,0,-0.6307900206727681
7,9.7025,-9.7574718152312,1,Free Period,2,0.0,1,0.0,0.0,0,0,0.0
7,9.400833333333331,4.9377638704242095,1,Free Period,2,0.0,1,35.55189986705431,0.0,0,0,0.0
7,7.072777777777778,7.90943288335864,1,Free Period,3,0.1,1,50.924,5.0924000000000005,0,1,2.0924000000000005
7,7.1625,-4.20797168833834,0,Free Period,4,0.2,1,0.0,0.0,0,1,-3.0
7,4.151666666666666,8.0752416411336,1,Free Period,0,-0.2,1,29.892,-5.978400000000001,0,0,-5.978400000000001
7,9.141944444444444,4.190776090943,1,Free Period,4,0.2,1,30.173587854789602,6.034717570957921,0,1,3.0347175709579206
7,5.0325,3.93710745438224,1,Free Period,4,0.2,1,28.347173671552127,5.669434734310426,0,1,2.6694347343104257
7,9.004444444444445,-11.1984197527082,1,Free Period,3,0.1,1,0.0,0.0,0,1,-3.0
8,8.921111111111111,-9.290808787646302,2,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,7.843333333333334,3.2697062657015694,1,Free Period,3,0.1,1,23.5418851130513,2.35418851130513,1,1,-5.64581148869487
8,6.737222222222222,12.7246816552223,2,Free Period,0,-0.2,1,48.508,-9.701600000000001,1,0,-14.701600000000001
8,1.6925,5.7995976943738,2,Free Period,1,-0.1,1,12.186,-1.2186000000000001,1,0,-6.2186
8,9.659444444444444,-7.10990320452234,0,Free Period,0,-0.2,1,0.0,-0.0,1,0,-5.0
8,9.586944444444445,1.9528911289613,2,Free Period,3,0.1,1,14.06081612852136,1.406081612852136,1,1,-6.593918387147864
