driverId,arrival_hour,park_duration,kwh_requested,energy_charged,energy_gap,demand_level,price_sensitive
2694,7,8.340555555555556,22.5,14.2358405752306,8.2641594247694,High,Free Period
2892,7,9.287777777777778,27.0,11.5071020603317,15.4928979396683,High,Free Period
140,7,7.273055555555556,9.0,18.2402386018741,-9.2402386018741,Medium,Free Period
115,7,9.145,1.75,1.6767425764498,0.07325742355019993,Low,Free Period
88,7,8.143333333333333,27.0,18.2683341490932,8.7316658509068,High,Free Period
2561,7,2.1283333333333334,8.05,16.542839153398,-8.492839153397998,Medium,Free Period
2635,7,5.110555555555556,10.5,4.88873721984525,5.61126278015475,Medium,Free Period
85,8,7.895277777777777,4.5,5.61448960251606,-1.11448960251606,Low,Free Period
402,8,4.830277777777778,12.6,10.6681154131012,1.9318845868988,Medium,Free Period
145,8,7.601111111111111,10.5,5.8014385062145,4.6985614937855,Medium,Free Period
142,8,8.592222222222222,4.35,5.1181543257919,-0.7681543257919001,Low,Free Period
6,8,6.070833333333334,17.5,9.84091056062868,7.65908943937132,High,Free Period
125,8,6.5325,15.0,9.27711527292251,5.72288472707749,Medium,Free Period
72,8,5.475833333333333,15.0,14.6436949994704,0.35630500052960024,Medium,Free Period
62,8,8.4375,17.5,9.17269113177744,8.32730886822256,High,Free Period
2723,8,3.332222222222222,13.5,7.86934503122708,5.63065496877292,Medium,Free Period
25,8,8.294444444444444,12.0,12.7824909374055,-0.7824909374055,Medium,Free Period
2574,8,9.168611111111112,16.5,8.91658456741654,7.583415432583459,High,Free Period
78,8,7.151666666666666,15.0,4.51220741662003,10.48779258337997,Medium,Free Period
92,8,8.115833333333333,11.6,9.76500800421954,1.8349919957804595,Medium,Free Period
102,9,7.828055555555555,13.5,7.74747240423626,5.75252759576374,Medium,Free Period
46,9,7.771388888888889,1.85,2.35853238175725,-0.50853238175725,Low,Free Period
140,9,5.4944444444444445,9.0,13.1032698737519,-4.1032698737519,Medium,Free Period
2731,9,7.461111111111111,15.0,10.1162910018609,4.883708998139101,Medium,Free Period
40,9,2.8497222222222223,10.5,9.83989971672483,0.6601002832751703,Medium,Free Period
2692,10,5.016666666666667,10.5,9.83984414647274,0.6601558535272591,Medium,Free Period
517,12,3.8680555555555554,12.0,18.0346446520928,-6.034644652092801,Medium,Free Period
136,12,3.589166666666667,23.8,9.31455836233224,14.48544163766776,High,Free Period
2723,12,2.4766666666666666,9.0,12.8223471098245,-3.8223471098245003,Medium,Free Period
2582,13,3.7088888888888887,14.5,9.73085508951201,4.76914491048799,Medium,Free Period
2635,14,2.1441666666666666,8.05,2.56678743469724,5.483212565302761,Medium,Free Period
2694,14,3.4044444444444446,22.5,9.21969321668699,13.28030678331301,High,Free Period
40,11,2.383888888888889,8.75,5.63839936100526,3.11160063899474,Medium,Free Period
2574,12,5.415555555555556,16.5,16.4631643356057,0.03683566439429953,High,Free Period
118,6,9.191666666666666,15.75,12.2013077830337,3.5486922169663,Medium,Free Period
79,6,9.076944444444445,15.0,2.12451499714662,12.875485002853381,Medium,Free Period
141,6,9.565277777777778,12.0,6.18217815505634,5.81782184494366,Medium,Free Period
16,6,6.003611111111111,24.0,17.329136094529,6.670863905470998,High,Free Period
83,7,8.890833333333333,7.25,9.99644776099414,-2.7464477609941405,Low,Free Period
2616,7,3.578333333333333,8.75,11.1716372570125,-2.4216372570125007,Medium,Free Period
2633,7,10.128055555555555,17.5,9.25024106054572,8.24975893945428,High,Free Period
2694,7,10.348333333333333,22.5,7.1725821275488,15.3274178724512,High,Free Period
2411,7,8.818055555555556,24.0,16.2068407831672,7.793159216832802,High,Free Period
140,7,7.284166666666667,6.0,11.3685572409757,-5.368557240975701,Low,Free Period
6,7,6.684166666666667,17.5,4.74569267668444,12.75430732331556,High,Free Period
136,7,8.14,30.6,35.2857174568302,-4.685717456830197,High,Free Period
2892,7,9.081944444444444,27.0,14.2119086856787,12.7880913143213,High,Free Period
299,7,10.078055555555556,7.0,5.74771221490517,1.25228778509483,Low,Free Period
134,7,3.7616666666666667,12.0,8.22117795521639,3.7788220447836096,Medium,Free Period
64,8,4.062777777777778,10.5,5.55066473273342,4.94933526726658,Medium,Free Period
24,8,2.1397222222222223,5.55,3.04030390483542,2.5096960951645797,Low,Free Period
3,8,7.839444444444444,18.0,12.4434241891561,5.556575810843899,High,Free Period
145,8,7.836666666666667,10.5,6.27108023320388,4.22891976679612,Medium,Free Period
15,8,8.075277777777778,10.5,6.75212414808734,3.74787585191266,Medium,Free Period
99,8,2.6891666666666665,10.15,5.06005725211757,5.08994274788243,Medium,Free Period
2635,8,4.653611111111111,10.5,12.5131548706825,-2.0131548706825004,Medium,Free Period
2570,8,6.920277777777778,19.25,11.2474419044866,8.0025580955134,High,Free Period
92,8,8.329444444444444,11.6,4.66314337551776,6.93685662448224,Medium,Free Period
100,8,8.295277777777779,24.0,15.2456798426364,8.7543201573636,High,Free Period
27,8,4.280277777777778,17.5,9.04478014309174,8.45521985690826,High,Free Period
116,8,8.223055555555556,8.2,3.29621368982155,4.903786310178449,Medium,Free Period
2582,8,8.140833333333333,14.5,8.73476301453609,5.765236985463909,Medium,Free Period
2723,8,6.100833333333333,19.5,24.0589976159478,-4.558997615947799,High,Free Period
2725,8,7.5552777777777775,5.25,9.11644927677566,-3.8664492767756595,Low,Free Period
73,10,5.117222222222222,20.3,10.2943092593379,10.0056907406621,High,Free Period
78,12,3.9955555555555557,15.0,11.2109738150553,3.7890261849446993,Medium,Free Period
20,12,4.802777777777778,25.2,27.4031414823913,-2.2031414823913025,High,Free Period
402,12,4.795,12.6,12.6702030454885,-0.0702030454885012,Medium,Free Period
84,12,4.739444444444445,8.4,26.7014265976062,-18.301426597606202,Medium,Free Period
116,13,3.623611111111111,8.2,2.20042188324977,5.999578116750229,Medium,Free Period
36,13,4.5905555555555555,10.5,4.77642046092,5.72357953908,Medium,Free Period
25,14,3.9627777777777777,9.0,9.7969542379173,-0.7969542379172996,Medium,Free Period
2731,14,2.000277777777778,13.2,11.4871627882133,1.7128372117866988,Medium,Free Period
111,16,1.4555555555555555,2.8,4.52691589616559,-1.7269158961655906,Low,Free Period
118,6,9.166944444444445,15.75,10.9689752843001,4.7810247156999,Medium,Free Period
79,6,9.199722222222222,15.0,3.01578864996273,11.98421135003727,Medium,Free Period
146,6,10.378055555555555,15.0,7.2380077008806,7.7619922991194,Medium,Free Period
2616,7,15.9125,8.75,12.6090830618613,-3.8590830618613,Medium,Free Period
43,7,4.3875,16.5,11.7083634781415,4.7916365218585,High,Free Period
1183,7,16.013055555555557,24.0,17.5205147175183,6.479485282481701,High,Free Period
83,7,8.575277777777778,7.25,6.01032311242465,1.2396768875753503,Low,Free Period
2692,7,9.0575,10.5,7.02689259947763,3.4731074005223697,Medium,Free Period
2694,7,10.3975,22.5,5.90937317746262,16.59062682253738,High,Free Period
2633,7,9.9975,17.5,9.0169023040503,8.4830976959497,High,Free Period
15,7,8.554722222222223,10.5,3.72698458839424,6.77301541160576,Medium,Free Period
115,7,9.265833333333333,1.75,6.82097773921981,-5.07097773921981,Low,Free Period
2635,7,5.250277777777778,10.5,4.7117649285819,5.7882350714181,Medium,Free Period
145,7,8.028055555555556,10.5,7.00779505425526,3.4922049457447404,Medium,Free Period
24,7,3.255,3.7,2.50290916080856,1.19709083919144,Low,Free Period
299,8,9.976944444444445,10.5,8.00922401143151,2.4907759885684904,Medium,Free Period
6,8,6.470833333333333,17.5,7.48051213423181,10.019487865768191,High,Free Period
62,8,8.692777777777778,19.25,9.32251737589857,9.92748262410143,High,Free Period
20,8,8.829722222222221,25.2,26.951659344233,-1.7516593442330013,High,Free Period
2617,8,7.876944444444445,9.0,12.4851259600045,-3.485125960004501,Medium,Free Period
3,8,7.864444444444445,18.0,10.313588668596,7.686411331404001,High,Free Period
76,8,9.265,18.0,11.0380749704074,6.961925029592599,High,Free Period
86,8,7.703055555555555,15.0,12.3908949372125,2.609105062787499,Medium,Free Period
2695,8,8.630555555555556,12.0,5.7572950265366,6.2427049734634,Medium,Free Period
2570,8,7.045555555555556,19.25,12.5145518181562,6.7354481818438,High,Free Period
402,8,8.527222222222223,12.6,11.9348077107016,0.6651922892983997,Medium,Free Period
108,8,4.384444444444444,14.0,9.06778803203522,4.932211967964779,Medium,Free Period
27,8,5.402777777777778,17.5,8.40825050828993,9.09174949171007,High,Free Period
137,8,8.312777777777777,9.0,14.8994084859423,-5.899408485942301,Medium,Free Period
125,8,7.2972222222222225,15.0,8.97820059004338,6.021799409956619,Medium,Free Period
116,8,8.263333333333334,8.2,3.64125769626085,4.55874230373915,Medium,Free Period
64,8,7.2444444444444445,10.5,5.98996141130082,4.51003858869918,Medium,Free Period
113,9,13.979444444444445,8.75,6.04464826897617,2.70535173102383,Medium,Free Period
2703,9,1.7338888888888888,11.4,14.277329689211,-2.877329689210999,Medium,Free Period
25,11,5.291111111111111,9.0,9.39130072176197,-0.3913007217619704,Medium,Free Period
92,12,5.5247222222222225,17.4,11.3062293920158,6.093770607984199,High,Free Period
2731,12,4.4175,16.5,11.434373727999,5.0656262720009995,High,Free Period
8,12,4.301944444444445,14.0,7.81395885738865,6.18604114261135,Medium,Free Period
36,12,5.031666666666666,10.5,7.02403158712837,3.47596841287163,Medium,Free Period
2574,13,4.6066666666666665,16.5,11.1300629861046,5.369937013895401,High,Free Period
2692,13,1.8805555555555555,3.5,1.58797449126828,1.91202550873172,Low,Free Period
2892,15,1.3505555555555555,9.0,9.44677518169416,-0.44677518169416075,Medium,Free Period
40,15,1.8475,5.95,4.54642311773632,1.40357688226368,Low,Free Period
118,6,9.110277777777778,14.0,11.8567785804161,2.1432214195839006,Medium,Free Period
79,6,9.155833333333334,15.0,1.93182554814688,13.06817445185312,Medium,Free Period
111,7,9.422777777777778,25.2,20.9639553732064,4.2360446267936,High,Free Period
83,7,8.868055555555555,7.25,7.56438284597144,-0.31438284597143973,Low,Free Period
2616,7,3.6094444444444442,8.75,11.506593511162,-2.7565935111620004,Medium,Free Period
15,7,8.751944444444444,10.5,3.39580877610376,7.10419122389624,Medium,Free Period
2694,7,10.495833333333334,22.5,22.3049993196944,0.19500068030560058,High,Free Period
76,7,3.468888888888889,12.0,5.41905364942752,6.58094635057248,Medium,Free Period
84,7,8.903611111111111,8.4,18.6718904405401,-10.2718904405401,Medium,Free Period
146,7,9.466388888888888,15.0,6.44215705739699,8.55784294260301,Medium,Free Period
88,7,8.335277777777778,27.0,20.1611094090907,6.838890590909301,High,Free Period
2692,7,7.799444444444444,10.5,6.18888576256371,4.31111423743629,Medium,Free Period
115,7,9.030555555555555,1.75,4.30764403750223,-2.5576440375022296,Low,Free Period
145,8,7.926666666666667,10.5,5.31770991387834,5.18229008612166,Medium,Free Period
113,8,2.145277777777778,7.0,4.59933101568859,2.4006689843114097,Low,Free Period
3,8,7.864444444444445,18.0,10.3863254210772,7.613674578922801,High,Free Period
20,8,8.715833333333334,25.2,9.8095409554401,15.390459044559899,High,Free Period
2725,8,8.26,5.25,7.24123460723091,-1.9912346072309104,Low,Free Period
402,8,8.748611111111112,12.6,11.1570654180891,1.4429345819108992,Medium,Free Period
6,8,5.720833333333333,9.1,4.57408372859464,4.52591627140536,Medium,Free Period
99,8,2.533611111111111,8.4,5.04765624984551,3.35234375015449,Medium,Free Period
64,8,4.41,10.5,6.74095482598059,3.75904517401941,Medium,Free Period
125,8,2.367777777777778,15.0,8.92517048767939,6.07482951232061,Medium,Free Period
86,8,7.356944444444444,15.0,11.7236031192131,3.2763968807868995,Medium,Free Period
2582,8,8.3225,14.5,12.2047836729867,2.2952163270133,Medium,Free Period
100,8,8.236944444444445,24.0,14.4472746649667,9.5527253350333,High,Free Period
141,9,2.2402777777777776,9.0,4.97898861406931,4.02101138593069,Medium,Free Period
139,10,6.121388888888889,7.0,3.27901779349169,3.72098220650831,Low,Free Period
367,10,4.065,3.75,6.38652599105994,-2.6365259910599397,Low,Free Period
27,11,4.771111111111111,15.75,8.43934250427219,7.31065749572781,Medium,Free Period
36,11,6.035555555555556,10.5,6.49639863403807,4.00360136596193,Medium,Free Period
299,12,5.939722222222223,8.75,6.40219623901479,2.34780376098521,Medium,Free Period
2731,12,4.263888888888889,16.5,11.6301272238078,4.869872776192199,High,Free Period
92,12,4.235833333333333,17.4,13.178368950844,4.221631049155999,High,Free Period
2723,12,3.113888888888889,19.5,12.3032497990262,7.196750200973799,High,Free Period
1183,13,3.92,22.5,13.2567861079254,9.2432138920746,High,Free Period
15,14,2.031388888888889,5.25,1.80139971586886,3.44860028413114,Low,Free Period
2690,14,1.2016666666666667,3.5,2.39979055382572,1.1002094461742802,Low,Free Period
2892,17,0.9680555555555556,9.0,2.51326947099495,6.48673052900505,Medium,Free Period
39,6,12.072222222222223,27.0,17.1917558385861,9.8082441614139,High,Free Period
2616,6,4.010833333333333,8.75,11.6877592892551,-2.9377592892550997,Medium,Free Period
27,6,5.008055555555556,17.5,9.8238250823213,7.676174917678701,High,Free Period
80,7,8.972777777777777,7.25,4.39807705608952,2.8519229439104796,Low,Free Period
118,7,8.34388888888889,8.75,9.02228994443257,-0.27228994443257015,Medium,Free Period
2633,7,9.878055555555555,17.5,8.97990521772352,8.52009478227648,High,Free Period
2694,7,10.303888888888888,22.5,7.84318144162453,14.65681855837547,High,Free Period
2635,7,5.109444444444445,10.5,5.07496034640742,5.42503965359258,Medium,Free Period
134,8,3.676111111111111,15.0,12.8113570066954,2.188642993304599,Medium,Free Period
299,8,9.879166666666666,8.75,7.02282035447236,1.7271796455276398,Medium,Free Period
2725,8,8.311666666666667,5.25,4.75848339082123,0.4915166091787704,Low,Free Period
161,8,8.810833333333333,18.0,11.8495126285773,6.150487371422701,High,Free Period
125,8,7.7988888888888885,15.0,11.7674908802088,3.2325091197911995,Medium,Free Period
47,8,6.74,27.0,12.7357068020782,14.2642931979218,High,Free Period
2617,8,7.605555555555555,9.0,15.7434185613753,-6.7434185613753,Medium,Free Period
25,8,8.528333333333334,9.0,15.7582186949875,-6.7582186949875,Medium,Free Period
76,8,9.005555555555556,18.0,10.967113810759,7.032886189240999,High,Free Period
2690,8,7.2347222222222225,10.5,4.24472825407152,6.25527174592848,Medium,Free Period
2561,8,3.4119444444444444,10.5,8.72029894554601,1.7797010544539908,Medium,Free Period
3,8,7.3075,18.0,10.3645330947003,7.635466905299699,High,Free Period
99,8,3.306388888888889,10.5,5.09911451588512,5.40088548411488,Medium,Free Period
137,8,4.197777777777778,9.0,6.25701550000232,2.7429844999976796,Medium,Free Period
2892,8,7.070833333333334,27.0,11.9678054434328,15.0321945565672,High,Free Period
6,8,5.0675,17.5,3.97109477811983,13.52890522188017,High,Free Period
2731,9,7.596111111111111,16.5,10.8327882186729,5.667211781327101,High,Free Period
8,9,8.572777777777778,17.5,13.3562690911162,4.1437309088838,High,Free Period
2998,9,8.054166666666667,27.0,20.4137355145651,6.586264485434899,High,Free Period
15,9,6.681388888888889,10.5,4.81684484256576,5.68315515743424,Medium,Free Period
2723,9,3.437222222222222,13.5,8.56831774291635,4.931682257083651,Medium,Free Period
2574,12,5.684444444444445,16.5,10.7933494228671,5.7066505771328995,High,Free Period
78,13,2.6702777777777778,15.0,8.6554824786246,6.3445175213753995,Medium,Free Period
111,16,0.9194444444444444,2.8,3.59682578184258,-0.7968257818425801,Low,Free Period
39,6,11.922222222222222,27.0,7.35066702135047,19.64933297864953,High,Free Period
84,6,10.034444444444444,8.4,11.4821691898228,-3.0821691898227996,Medium,Free Period
73,6,5.133333333333334,20.3,16.7942196266048,3.5057803733952007,High,Free Period
2411,7,5.457777777777777,12.0,7.18884752872924,4.81115247127076,Medium,Free Period
2694,7,10.553611111111111,22.5,11.9635171748857,10.5364828251143,High,Free Period
33,7,4.072777777777778,23.8,17.8829133924054,5.917086607594602,High,Free Period
47,7,7.465833333333333,27.0,13.9679142082054,13.0320857917946,High,Free Period
2633,7,7.448055555555555,17.5,9.13864310292212,8.36135689707788,High,Free Period
141,7,8.859166666666667,12.0,13.7316850910589,-1.7316850910588997,Medium,Free Period
145,7,8.008611111111112,10.5,11.1395575112093,-0.6395575112093006,Medium,Free Period
140,7,3.000277777777778,4.5,11.2580247351373,-6.758024735137299,Low,Free Period
88,8,7.996111111111111,27.0,8.29810578892527,18.70189421107473,High,Free Period
6,8,3.9280555555555554,14.7,8.2056320778193,6.4943679221806985,Medium,Free Period
78,8,7.723055555555556,15.0,3.38070024153558,11.61929975846442,Medium,Free Period
92,8,8.634166666666667,17.4,9.72106924342082,7.678930756579179,High,Free Period
99,8,3.6197222222222223,10.5,4.53234322865718,5.96765677134282,Medium,Free Period
125,8,8.61138888888889,15.0,8.38449855911487,6.615501440885129,Medium,Free Period
100,8,8.488333333333333,24.0,14.4273741221539,9.5726258778461,High,Free Period
2695,8,8.358333333333333,6.0,3.50167749525374,2.49832250474626,Low,Free Period
97,8,8.765555555555556,27.0,22.856415014359,4.143584985640999,High,Free Period
2617,8,7.206666666666667,9.0,10.6964965103301,-1.6964965103300997,Medium,Free Period
27,8,4.115555555555556,14.0,7.84691064292554,6.15308935707446,Medium,Free Period
139,9,7.970555555555555,7.0,11.3137763229822,-4.3137763229822,Low,Free Period
85,9,4.955277777777778,4.5,9.4253788218339,-4.925378821833901,Low,Free Period
2723,9,2.733611111111111,13.5,8.9290055363373,4.5709944636627,Medium,Free Period
135,9,2.5744444444444445,16.5,9.99042864260024,6.509571357399761,High,Free Period
25,9,7.001944444444445,9.0,13.6652616631217,-4.665261663121701,Medium,Free Period
8,10,6.820833333333334,5.25,3.0361782557241,2.2138217442759,Low,Free Period
24,11,1.6086111111111112,5.55,9.37889514925734,-3.828895149257341,Low,Free Period
2998,12,5.213055555555556,22.5,15.6926076478095,6.807392352190501,High,Free Period
2892,12,3.596111111111111,23.7,11.883137026817,11.816862973183,High,Free Period
2574,13,4.2,16.5,10.0685345124794,6.431465487520599,High,Free Period
2892,17,4.570833333333334,27.0,13.5231856249653,13.4768143750347,High,Free Period
2574,11,6.9125,16.5,12.3760065181561,4.1239934818439,High,Free Period
73,12,3.5616666666666665,23.2,14.2820781539148,8.9179218460852,High,Free Period
2574,6,11.496944444444445,16.5,12.0010379660433,4.498962033956699,High,Free Period
83,6,9.244166666666667,7.25,14.3835975012294,-7.133597501229399,Low,Free Period
84,7,9.499722222222223,8.4,22.0564639809106,-13.6564639809106,Medium,Free Period
134,7,9.463055555555556,18.0,17.317651153794,0.6823488462060006,High,Free Period
2616,7,3.749722222222222,8.75,13.4552413611563,-4.7052413611563,Medium,Free Period
43,7,4.2011111111111115,15.0,12.3637101594656,2.636289840534401,Medium,Free Period
402,7,9.530555555555555,12.6,10.9444150448203,1.6555849551797,Medium,Free Period
146,7,9.603055555555555,15.0,13.7214772966063,1.2785227033936994,Medium,Free Period
99,7,4.472222222222222,10.5,5.03267834005404,5.46732165994596,Medium,Free Period
2694,7,10.359444444444444,22.5,5.92287812136945,16.57712187863055,High,Free Period
141,7,8.789722222222222,12.0,10.8076508689573,1.1923491310427003,Medium,Free Period
2692,7,7.633333333333334,10.5,6.07900445976455,4.42099554023545,Medium,Free Period
2725,7,8.08,5.25,7.77870777527075,-2.5287077752707496,Low,Free Period
6,7,4.003333333333333,14.0,11.4266037967902,2.5733962032098,Medium,Free Period
26,8,3.2269444444444444,11.2,10.1146015311409,1.0853984688590987,Medium,Free Period
88,8,7.954166666666667,27.0,19.509746684513,7.490253315486999,High,Free Period
2892,8,7.770277777777777,27.0,9.52990375772716,17.470096242272838,High,Free Period
145,8,7.637777777777778,10.5,6.22359389590039,4.27640610409961,Medium,Free Period
100,8,8.529722222222222,18.0,9.52148839640444,8.47851160359556,High,Free Period
92,8,8.476944444444445,11.6,9.73615251862604,1.8638474813739592,Medium,Free Period
2690,8,7.055,10.5,4.20153956675177,6.29846043324823,Medium,Free Period
2635,8,4.206666666666667,10.5,34.6519001663947,-24.151900166394697,Medium,Free Period
139,8,8.147222222222222,7.0,3.40669567736705,3.59330432263295,Low,Free Period
105,9,1.2655555555555555,8.4,4.19377925730169,4.20622074269831,Medium,Free Period
64,9,6.7091666666666665,9.0,5.31672913945903,3.6832708605409703,Medium,Free Period
8,9,7.520277777777777,8.75,5.1425897140698,3.6074102859302,Medium,Free Period
46,9,7.516666666666667,1.85,2.22793069912387,-0.37793069912387,Low,Free Period
86,10,5.151666666666666,12.0,6.22296386220263,5.77703613779737,Medium,Free Period
25,11,5.9475,9.0,8.48903720765437,0.5109627923456301,Medium,Free Period
2582,12,4.249444444444444,14.5,12.5924553736757,1.9075446263243006,Medium,Free Period
299,12,5.095555555555555,8.75,7.21994096750982,1.53005903249018,Medium,Free Period
97,13,4.490555555555556,10.5,8.38175229599764,2.1182477040023606,Medium,Free Period
2411,13,3.46,16.5,10.1235446866663,6.3764553133337,High,Free Period
415,13,1.7886111111111112,10.5,4.53497859267482,5.96502140732518,Medium,Free Period
136,13,2.2708333333333335,14.96,17.0316479481806,-2.0716479481805976,Medium,Free Period
24,14,1.6391666666666667,7.4,2.92747113831322,4.47252886168678,Low,Free Period
111,16,1.3758333333333332,2.8,3.75592571394087,-0.9559257139408701,Low,Free Period
3050,5,9.071111111111112,12.0,6.57741747584213,5.42258252415787,Medium,Free Period
99,6,5.255833333333333,10.5,5.36292100997194,5.13707899002806,Medium,Free Period
2635,6,3.156388888888889,10.5,5.77834281182136,4.72165718817864,Medium,Free Period
2692,6,8.634166666666667,10.5,6.42665279663417,4.07334720336583,Medium,Free Period
16,6,4.621666666666667,27.0,21.0777126209811,5.922287379018901,High,Free Period
83,6,9.043611111111112,7.25,3.83750675042521,3.41249324957479,Low,Free Period
2695,7,9.843055555555555,6.0,5.12200645506885,0.87799354493115,Low,Free Period
2616,7,7.814444444444445,8.75,12.6393318855512,-3.8893318855512007,Medium,Free Period
2574,7,10.615833333333333,16.5,10.4810965059713,6.0189034940287005,High,Free Period
115,7,9.518611111111111,1.75,10.483266621007,-8.733266621007,Low,Free Period
2694,7,10.485,22.5,11.2459482507706,11.2540517492294,High,Free Period
15,7,8.36888888888889,14.0,8.80617643191939,5.19382356808061,Medium,Free Period
20,8,8.776111111111112,26.6,6.34344363260723,20.256556367392772,High,Free Period
64,8,7.747777777777777,9.0,5.87926628472765,3.12073371527235,Medium,Free Period
24,8,3.7711111111111113,5.55,4.05505906780145,1.49494093219855,Low,Free Period
108,8,4.623055555555555,7.0,2.8782597262533,4.1217402737467,Low,Free Period
6,8,5.483611111111111,17.5,9.79601604336903,7.703983956630969,High,Free Period
76,8,9.296944444444444,18.0,10.310012465405,7.689987534595,High,Free Period
3,8,7.241944444444444,18.0,13.77294181903,4.227058180969999,High,Free Period
8,8,8.151666666666667,8.75,4.72881095488551,4.02118904511449,Medium,Free Period
78,8,7.088333333333333,15.0,6.86557443813733,8.13442556186267,Medium,Free Period
135,9,2.9963888888888888,19.5,10.724499440246,8.775500559754,High,Free Period
36,9,8.7325,10.5,2.9886332211673,7.5113667788327,Medium,Free Period
2570,9,5.965,17.5,11.0269893648114,6.473010635188601,High,Free Period
25,9,7.025833333333333,9.0,10.1635817631319,-1.1635817631318996,Medium,Free Period
2892,10,5.790277777777778,27.0,12.3226752301267,14.6773247698733,High,Free Period
20,10,6.438611111111111,26.6,24.8722262616346,1.7277737383654,High,Free Period
86,11,4.149444444444445,12.0,20.5285370454331,-8.5285370454331,Medium,Free Period
92,13,3.9725,17.4,14.0233037491506,3.376696250849399,High,Free Period
39,13,2.028611111111111,13.5,4.50611035723883,8.99388964276117,Medium,Free Period
136,13,2.7469444444444444,13.6,8.52585435252179,5.074145647478209,Medium,Free Period
43,13,3.1438888888888887,15.0,6.44609723201264,8.55390276798736,Medium,Free Period
26,13,3.265277777777778,5.6,4.79295168296896,0.8070483170310396,Low,Free Period
78,13,2.0069444444444446,13.2,2.10521658361052,11.094783416389479,Medium,Free Period
161,14,2.2308333333333334,14.7,11.8211620836422,2.8788379163577993,Medium,Free Period
2582,16,1.825,14.5,5.97040126583514,8.52959873416486,Medium,Free Period
111,16,0.7252777777777778,2.8,2.41590945165366,0.38409054834633993,Low,Free Period
39,5,9.478333333333333,13.5,6.18814001921175,7.31185998078825,Medium,Free Period
84,6,9.75,8.4,11.7433742377769,-3.3433742377768993,Medium,Free Period
99,6,5.503888888888889,10.5,5.33659528201076,5.16340471798924,Medium,Free Period
111,6,10.68138888888889,28.0,46.6772202803352,-18.6772202803352,High,Free Period
2635,6,4.050833333333333,10.5,5.63664157040714,4.86335842959286,Medium,Free Period
83,6,9.026388888888889,7.25,3.74240633620514,3.50759366379486,Low,Free Period
2570,6,8.511666666666667,17.5,11.5241449589846,5.9758550410154,High,Free Period
2692,7,8.421666666666667,10.5,6.33259016901779,4.16740983098221,Medium,Free Period
2616,7,7.766111111111111,8.75,12.1121408453059,-3.3621408453059,Medium,Free Period
15,7,8.871944444444445,7.0,2.54398209913642,4.45601790086358,Low,Free Period
2411,7,9.021944444444445,19.5,12.661803801115,6.838196198885001,High,Free Period
76,7,8.435833333333333,22.5,14.1569646660899,8.3430353339101,High,Free Period
88,7,8.023888888888889,27.0,19.2445175038114,7.755482496188598,High,Free Period
146,7,9.0925,15.0,12.5240699188539,2.4759300811460996,Medium,Free Period
2574,8,9.959444444444445,16.5,11.6798654685657,4.8201345314343005,High,Free Period
20,8,8.784166666666666,18.2,9.93192020837467,8.268079791625329,High,Free Period
6,8,5.794722222222222,17.5,12.2232656172576,5.276734382742401,High,Free Period
43,8,2.286388888888889,9.0,5.57102667396279,3.4289733260372097,Medium,Free Period
25,8,8.676666666666666,9.0,9.60662061920393,-0.6066206192039303,Medium,Free Period
73,8,7.666111111111111,23.2,16.9129707137417,6.287029286258299,High,Free Period
113,8,2.6144444444444446,8.75,5.26399228217353,3.48600771782647,Medium,Free Period
116,8,8.363888888888889,2.05,2.99970367175178,-0.9497036717517804,Low,Free Period
137,8,4.252222222222223,6.0,7.53293072739793,-1.5329307273979298,Low,Free Period
108,8,4.18,10.5,5.84820051004606,4.65179948995394,Medium,Free Period
2582,8,9.123611111111112,14.5,6.45293041298706,8.04706958701294,Medium,Free Period
2617,9,6.999722222222222,9.0,13.2098881855203,-4.209888185520301,Medium,Free Period
8,9,6.489444444444445,8.75,4.30124435009031,4.44875564990969,Medium,Free Period
36,13,4.552222222222222,10.5,4.01273736912225,6.48726263087775,Medium,Free Period
2731,13,3.0077777777777777,16.5,14.4674374197037,2.0325625802963003,High,Free Period
102,14,2.926388888888889,13.5,11.6925166560506,1.8074833439494,Medium,Free Period
64,14,2.290277777777778,15.0,9.6222990461192,5.377700953880799,Medium,Free Period
100,17,0.8216666666666667,4.5,2.02848769477294,2.47151230522706,Low,Free Period
2692,6,8.5925,10.5,5.89894574987443,4.60105425012557,Medium,Free Period
83,7,8.7475,7.25,3.72655037321607,3.52344962678393,Low,Free Period
2616,7,7.735555555555556,8.75,11.9895352241561,-3.2395352241561,Medium,Free Period
84,7,8.620277777777778,8.4,9.95388958844927,-1.5538895884492696,Medium,Free Period
141,7,9.036666666666667,12.0,12.7923109427862,-0.7923109427861998,Medium,Free Period
15,7,8.783055555555556,7.0,3.12365283626927,3.87634716373073,Low,Free Period
2635,7,15.39861111111111,10.5,5.60568934009974,4.89431065990026,Medium,Free Period
134,7,4.124722222222222,9.0,9.7687951813747,-0.7687951813746992,Medium,Free Period
135,7,4.367222222222222,21.0,12.0266872320353,8.9733127679647,High,Free Period
2694,7,10.292222222222222,22.5,7.10152329993695,15.39847670006305,High,Free Period
103,7,9.261388888888888,15.0,7.80691013308354,7.19308986691646,Medium,Free Period
108,7,5.1691666666666665,10.5,5.48034779985663,5.01965220014337,Medium,Free Period
99,8,3.9411111111111112,10.5,5.24723180458064,5.25276819541936,Medium,Free Period
