driverId,arrival_hour,park_duration,kwh_requested,energy_charged,energy_gap,demand_level,price_sensitive
2617,8,6.135277777777778,6.0,9.59052842288775,-3.5905284228877505,Low,Free Period
10,9,7.861944444444444,7.0,4.24106087702504,2.75893912297496,Low,Free Period
2723,9,5.670555555555556,15.0,13.9399235453229,1.0600764546771,Medium,Free Period
2574,9,8.615555555555556,27.0,8.9055980725823,18.0944019274177,High,Free Period
108,6,6.176111111111111,14.0,9.86675011210397,4.13324988789603,Medium,Free Period
159,6,9.226944444444445,7.0,7.34456923992059,-0.34456923992058996,Low,Free Period
2695,7,9.459166666666667,6.0,3.52286721235939,2.47713278764061,Low,Free Period
116,8,8.416944444444445,6.15,3.68047637785389,2.4695236221461103,Low,Free Period
2635,8,4.1338888888888885,10.5,5.13267179888802,5.36732820111198,Medium,Free Period
10,8,8.607222222222223,7.0,7.49311280428989,-0.4931128042898898,Low,Free Period
2617,8,6.223333333333334,16.5,11.0182061832306,5.4817938167694,High,Free Period
2574,8,9.069444444444445,27.0,11.3594168234829,15.6405831765171,High,Free Period
40,9,7.996944444444445,10.5,7.19803942472064,3.3019605752793604,Medium,Free Period
2723,9,5.813611111111111,15.0,12.4274443366864,2.572555663313601,Medium,Free Period
161,10,5.341666666666667,16.5,11.2581248093524,5.241875190647599,High,Free Period
115,13,4.696944444444444,7.0,6.82596989437901,0.1740301056209903,Low,Free Period
2574,7,10.02361111111111,27.0,8.64241054590411,18.35758945409589,High,Free Period
115,8,9.793055555555556,7.0,6.47666889070395,0.5233311092960502,Low,Free Period
40,9,7.978888888888889,7.0,3.52238344060954,3.47761655939046,Low,Free Period
2723,9,5.798055555555556,18.0,13.4650697877681,4.534930212231901,High,Free Period
2617,10,1.5780555555555555,16.5,9.51655469882602,6.98344530117398,High,Free Period
115,8,9.750277777777777,10.5,9.59275699442164,0.9072430055783602,Medium,Free Period
415,8,3.2083333333333335,13.5,5.50214638131857,7.99785361868143,Medium,Free Period
40,8,4.054722222222222,14.0,8.1698137486289,5.830186251371099,Medium,Free Period
2411,11,4.695555555555556,24.0,15.267546744193,8.732453255807,High,Free Period
2725,7,7.8175,10.5,8.42574398090782,2.0742560190921804,Medium,Free Period
2695,8,8.884166666666667,6.0,3.80321118206461,2.19678881793539,Low,Free Period
115,8,9.784722222222221,7.0,2.05929558635835,4.94070441364165,Low,Free Period
97,8,9.590277777777779,12.0,13.8518898977482,-1.8518898977481992,Medium,Free Period
97,8,9.246944444444445,12.0,12.7955902917378,-0.7955902917378008,Medium,Free Period
40,8,9.02361111111111,10.5,8.04052048532138,2.4594795146786197,Medium,Free Period
2617,9,6.196111111111111,13.5,9.30730323429553,4.19269676570447,Medium,Free Period
2725,7,7.479722222222223,10.5,9.21336112926953,1.2866388707304708,Medium,Free Period
2695,8,8.77,3.0,5.94514772430572,-2.94514772430572,Low,Free Period
2617,8,6.540555555555556,18.0,12.5958812270623,5.4041187729377,High,Free Period
2411,9,3.2475,19.5,11.8270820891092,7.672917910890799,High,Free Period
40,13,1.0055555555555555,3.5,2.24544582237686,1.25455417762314,Low,Free Period
2574,10,7.966944444444445,27.0,6.38915197190884,20.610848028091162,High,Free Period
2411,11,1.1716666666666666,22.5,12.5933844264598,9.9066155735402,High,Free Period
2411,6,0.20277777777777778,9.0,3.58024211675927,5.41975788324073,Medium,Free Period
30,6,4.112777777777778,21.0,12.1435876713816,8.8564123286184,High,Free Period
2725,7,5.743333333333333,5.25,6.49859881942429,-1.2485988194242896,Low,Free Period
402,8,7.791111111111111,11.2,12.0998769640836,-0.8998769640836013,Medium,Free Period
115,8,9.745277777777778,10.5,9.02562510374185,1.4743748962581495,Medium,Free Period
27,8,3.6783333333333332,17.5,9.44480954564866,8.05519045435134,High,Free Period
415,8,2.2330555555555556,13.5,5.81692857347047,7.68307142652953,Medium,Free Period
2574,8,9.122777777777777,27.0,12.8304863060383,14.1695136939617,High,Free Period
2617,9,3.4305555555555554,22.5,14.0916398883723,8.4083601116277,High,Free Period
2723,9,6.843333333333334,12.0,8.19955907402574,3.800440925974261,Medium,Free Period
40,12,5.409722222222222,14.0,9.67228651306974,4.327713486930261,Medium,Free Period
10,15,1.6858333333333333,14.0,5.7751770074604,8.2248229925396,Medium,Free Period
0,16,0.2813888888888889,7.0,2.85295807289908,4.14704192710092,Low,Free Period
159,6,9.368055555555555,7.0,8.48989673808413,-1.4898967380841306,Low,Free Period
16,7,4.0936111111111115,24.0,12.4078865968228,11.5921134031772,High,Free Period
27,7,3.34,17.5,7.11348118623826,10.38651881376174,High,Free Period
43,7,15.250277777777777,21.0,11.8501135534292,9.1498864465708,High,Free Period
402,7,15.105833333333333,11.2,8.50944990728217,2.69055009271783,Medium,Free Period
2695,7,9.058333333333334,10.5,6.01772786951604,4.48227213048396,Medium,Free Period
115,8,9.773333333333333,10.5,9.10045282692909,1.3995471730709106,Medium,Free Period
10,8,8.059722222222222,14.0,10.280153833791,3.7198461662090008,Medium,Free Period
97,8,9.0325,12.0,14.8419096918453,-2.8419096918453004,Medium,Free Period
2731,8,8.018333333333333,15.0,13.3269389774856,1.6730610225143998,Medium,Free Period
2723,9,6.539166666666667,15.0,10.2303184023632,4.769681597636801,Medium,Free Period
139,9,5.169444444444444,5.25,4.59266189824727,0.65733810175273,Low,Free Period
27,11,3.792777777777778,17.5,4.42307824712604,13.076921752873961,High,Free Period
299,14,2.3161111111111112,14.0,3.67458115088919,10.325418849110811,Medium,Free Period
159,6,9.213888888888889,7.0,8.02113330396489,-1.0211333039648895,Low,Free Period
27,7,4.518611111111111,17.5,7.93371910530895,9.566280894691051,High,Free Period
2695,7,9.201944444444445,4.5,4.36631364966426,0.13368635033573995,Low,Free Period
115,7,10.105277777777777,7.0,6.87979650044194,0.12020349955805987,Low,Free Period
2725,8,6.785,5.25,8.71565536647786,-3.4656553664778595,Low,Free Period
2574,8,9.547222222222222,27.0,13.3520070434368,13.6479929565632,High,Free Period
40,8,9.154166666666667,10.5,6.86605700654488,3.63394299345512,Medium,Free Period
2723,9,6.594722222222222,13.5,10.9890074146934,2.5109925853065995,Medium,Free Period
10,9,7.2572222222222225,14.0,6.41715418150804,7.58284581849196,Medium,Free Period
27,13,2.405,17.5,2.1876549850281,15.3123450149719,High,Free Period
159,6,9.400277777777777,7.0,5.80984761288524,1.1901523871147601,Low,Free Period
27,7,3.7025,17.5,9.39055281312999,8.10944718687001,High,Free Period
16,7,3.8030555555555554,25.5,10.1056456255565,15.3943543744435,High,Free Period
2695,7,9.21,16.5,7.1661769077501,9.3338230922499,High,Free Period
2695,7,3.203888888888889,21.0,1.91039069757105,19.08960930242895,High,Free Period
2725,7,7.1066666666666665,5.25,8.46143264704272,-3.21143264704272,Low,Free Period
116,8,8.42,6.15,5.0360897589623,1.1139102410377006,Low,Free Period
115,8,9.525833333333333,7.0,9.16854166826656,-2.1685416682665597,Low,Free Period
2617,8,6.516111111111111,22.5,17.1569781818125,5.343021818187498,High,Free Period
2723,9,6.596388888888889,15.0,14.72032212989,0.27967787010999956,Medium,Free Period
27,13,1.5202777777777778,10.5,2.24500727685517,8.25499272314483,Medium,Free Period
30,14,3.6147222222222224,21.0,11.4242075521293,9.5757924478707,High,Free Period
159,6,9.330555555555556,7.0,9.23503774426023,-2.2350377442602305,Low,Free Period
2725,7,7.811944444444444,5.25,6.62152631385435,-1.3715263138543499,Low,Free Period
2695,7,15.250833333333333,12.0,5.14179104638987,6.85820895361013,Medium,Free Period
27,7,3.172222222222222,17.5,9.14029432519718,8.35970567480282,High,Free Period
125,7,8.077777777777778,15.0,6.5820781350963,8.4179218649037,Medium,Free Period
115,8,9.681666666666667,7.0,6.54261672541864,0.4573832745813604,Low,Free Period
2617,9,6.4430555555555555,22.5,12.6389857165777,9.8610142834223,High,Free Period
2574,9,8.930833333333334,27.0,7.9225800932253,19.0774199067747,High,Free Period
2723,9,6.599444444444444,15.0,11.4213309041244,3.5786690958756004,Medium,Free Period
40,9,8.546388888888888,10.5,7.18820666928092,3.3117933307190803,Medium,Free Period
10,9,7.027777777777778,14.0,5.63927380590802,8.360726194091981,Medium,Free Period
2695,13,9.565,3.0,2.28336281972359,0.7166371802764102,Low,Free Period
27,13,1.5047222222222223,14.0,2.45952056581377,11.54047943418623,Medium,Free Period
2574,11,6.36,27.0,7.37637739063087,19.62362260936913,High,Free Period
2411,14,2.0775,24.0,12.5713669336944,11.4286330663056,High,Free Period
2574,12,5.64,27.0,7.05482095572943,19.94517904427057,High,Free Period
159,6,9.391944444444444,7.0,5.46494289212621,1.53505710787379,Low,Free Period
16,7,4.453055555555555,25.5,15.2405606694798,10.2594393305202,High,Free Period
2725,7,5.365833333333334,7.0,8.32739019719918,-1.3273901971991808,Low,Free Period
2411,7,4.3475,24.0,14.2050290764329,9.7949709235671,High,Free Period
2695,7,9.293611111111112,15.0,7.57178279185871,7.42821720814129,Medium,Free Period
115,8,9.596111111111112,7.0,5.14383005492217,1.8561699450778297,Low,Free Period
108,8,4.08,14.0,7.23597013536314,6.76402986463686,Medium,Free Period
43,8,2.511111111111111,15.0,9.3927287017405,5.6072712982595,Medium,Free Period
2574,8,4.245,27.0,11.8362881786075,15.1637118213925,High,Free Period
10,8,8.011388888888888,14.0,4.02993398706777,9.970066012932229,Medium,Free Period
39,9,6.62,10.5,4.47567557862573,6.02432442137427,Medium,Free Period
40,9,8.515277777777778,12.25,9.75939086732177,2.4906091326782303,Medium,Free Period
141,12,3.9497222222222224,1.5,1.94356067301226,-0.4435606730122601,Low,Free Period
0,16,0.34805555555555556,7.0,1.78538714669144,5.2146128533085605,Low,Free Period
159,6,9.353055555555555,7.0,5.47637731456835,1.5236226854316497,Low,Free Period
299,8,8.453333333333333,10.5,9.07299982184563,1.4270001781543709,Medium,Free Period
115,8,13.723333333333333,7.0,4.33289156426871,2.66710843573129,Low,Free Period
115,8,2.5869444444444443,15.0,10.8117601594983,4.1882398405017,Medium,Free Period
2617,8,6.575555555555556,24.0,16.8828279775143,7.1171720224857005,High,Free Period
402,8,8.069166666666666,11.2,14.1947873636624,-2.9947873636624003,Medium,Free Period
2731,9,7.993888888888889,15.0,15.1939990556995,-0.19399905569949993,Medium,Free Period
2731,9,5.975555555555555,11.2,7.90373634389222,3.2962636561077794,Medium,Free Period
2723,9,3.8569444444444443,15.0,13.2287013851577,1.7712986148422996,Medium,Free Period
40,9,2.4633333333333334,3.5,3.38507679682592,0.11492320317407989,Low,Free Period
16,11,3.107222222222222,25.5,15.9854647226617,9.5145352773383,High,Free Period
2695,8,8.993055555555555,12.0,4.44415153166279,7.55584846833721,Medium,Free Period
99,8,8.81611111111111,10.5,4.63806544532069,5.86193455467931,Medium,Free Period
115,8,9.408611111111112,7.0,3.80484628674089,3.19515371325911,Low,Free Period
2723,9,6.713333333333333,24.0,18.4441418769435,5.555858123056499,High,Free Period
299,10,6.139166666666667,10.5,4.99098739647176,5.50901260352824,Medium,Free Period
40,11,6.293611111111111,14.0,9.78923265928834,4.21076734071166,Medium,Free Period
30,7,3.698888888888889,21.0,3.16689973868268,17.83310026131732,High,Free Period
99,7,9.4075,10.5,7.07426827778708,3.4257317222129204,Medium,Free Period
2695,7,9.34,18.0,9.12200916051748,8.87799083948252,High,Free Period
2723,7,7.058888888888889,10.5,9.25221511760574,1.24778488239426,Medium,Free Period
115,8,9.465,7.0,3.85423138517519,3.14576861482481,Low,Free Period
2725,8,4.110833333333333,10.5,7.63433725065491,2.8656627493450904,Medium,Free Period
97,9,7.567777777777778,12.0,10.0735418235161,1.9264581764838997,Medium,Free Period
10,9,7.454444444444444,14.0,10.1589186976262,3.8410813023737997,Medium,Free Period
27,14,1.2619444444444445,17.5,9.66976156880662,7.830238431193379,High,Free Period
27,7,8.856388888888889,7.0,7.76388358477195,-0.7638835847719498,Low,Free Period
2695,7,9.13888888888889,9.0,6.50041290210667,2.49958709789333,Medium,Free Period
99,7,7.091666666666667,10.5,6.14577357494849,4.35422642505151,Medium,Free Period
2617,8,6.872777777777777,24.0,14.1131322345912,9.8868677654088,High,Free Period
40,9,8.822777777777778,12.25,8.65103038600046,3.5989696139995395,Medium,Free Period
2723,9,6.7683333333333335,16.5,14.5307296832135,1.9692703167865009,High,Free Period
10,10,6.803055555555556,14.0,3.67277260059361,10.32722739940639,Medium,Free Period
0,16,0.675,7.0,2.41840360481656,4.58159639518344,Low,Free Period
2411,11,1.1894444444444445,9.0,7.40365887505298,1.5963411249470196,Medium,Free Period
16,7,7.367222222222222,25.5,16.4593911116353,9.040608888364702,High,Free Period
2695,7,9.640833333333333,15.0,7.88669993999687,7.11330006000313,Medium,Free Period
125,7,8.858888888888888,15.0,13.4971182603114,1.5028817396886005,Medium,Free Period
415,8,2.9008333333333334,13.5,5.8875173415457,7.6124826584543,Medium,Free Period
108,8,4.3116666666666665,14.0,9.86756417620004,4.132435823799961,Medium,Free Period
115,8,9.63111111111111,3.5,3.71359030304844,-0.21359030304844007,Low,Free Period
2617,8,6.591388888888889,10.5,7.03544916927353,3.46455083072647,Medium,Free Period
27,9,2.939722222222222,17.5,10.4045677649143,7.095432235085701,High,Free Period
2723,9,6.8425,19.5,14.4490658941047,5.0509341058952995,High,Free Period
161,9,7.083055555555555,9.0,4.97801938744925,4.02198061255075,Medium,Free Period
2731,9,7.7491666666666665,15.0,13.5313411799659,1.4686588200341006,Medium,Free Period
10,9,7.699722222222222,14.0,10.4157426202739,3.5842573797261004,Medium,Free Period
415,9,0.4186111111111111,13.5,2.05761140770305,11.44238859229695,Medium,Free Period
0,11,1.2066666666666668,7.0,3.105847594073,3.894152405927,Low,Free Period
0,16,0.4125,7.0,1.62531365762956,5.37468634237044,Low,Free Period
2725,7,5.341111111111111,10.5,9.04295619746255,1.4570438025374504,Medium,Free Period
115,8,9.709444444444445,7.0,8.38827009996486,-1.3882700999648598,Low,Free Period
99,8,6.506666666666667,10.5,5.98362330782139,4.51637669217861,Medium,Free Period
27,8,3.355,17.5,10.1829501805325,7.317049819467501,High,Free Period
10,8,8.301944444444445,14.0,5.66020299464289,8.33979700535711,Medium,Free Period
103,8,8.285833333333333,24.0,7.6083302670242,16.3916697329758,High,Free Period
2617,9,6.462777777777778,18.0,11.5427774966295,6.457222503370501,High,Free Period
415,9,6.816666666666666,18.0,8.40070742723947,9.59929257276053,High,Free Period
40,11,3.3105555555555557,14.0,9.77073964872824,4.22926035127176,Medium,Free Period
2723,12,3.4963888888888888,15.0,11.7971123185065,3.2028876814935003,Medium,Free Period
2731,12,4.3375,15.0,14.3156799395817,0.6843200604182993,Medium,Free Period
0,14,2.1530555555555555,7.0,5.1976477597595,1.8023522402405003,Low,Free Period
2574,16,4.338611111111111,27.0,8.92419211907866,18.07580788092134,High,Free Period
2725,6,6.039722222222222,10.5,6.93357138357065,3.5664286164293504,Medium,Free Period
99,7,8.902222222222223,22.5,17.2149987575144,5.285001242485599,High,Free Period
125,7,9.272777777777778,15.0,11.6407259300032,3.3592740699968004,Medium,Free Period
27,7,4.054444444444444,17.5,9.80560438976881,7.69439561023119,High,Free Period
2617,9,6.365555555555556,18.0,11.9984973837429,6.001502616257101,High,Free Period
2574,9,8.853055555555555,27.0,13.8799883322961,13.1200116677039,High,Free Period
2723,9,6.755,18.0,11.2885812388171,6.7114187611829,High,Free Period
2411,10,2.3225,24.0,13.7571633166006,10.2428366833994,High,Free Period
76,11,5.170277777777778,21.0,2.94706761008049,18.052932389919512,High,Free Period
40,12,5.183888888888889,14.0,7.95731324516987,6.04268675483013,Medium,Free Period
10,14,2.813888888888889,14.0,2.3349300625029,11.6650699374971,Medium,Free Period
161,7,8.848333333333333,21.0,14.0502366581312,6.949763341868801,High,Free Period
2725,7,7.218055555555556,10.5,8.95859377620073,1.5414062237992692,Medium,Free Period
27,7,3.1730555555555555,17.5,9.1377633653051,8.3622366346949,High,Free Period
99,8,4.986666666666666,10.5,8.49090830295414,2.0090916970458608,Medium,Free Period
125,8,8.251388888888888,15.0,12.4643745472325,2.5356254527674995,Medium,Free Period
97,8,8.234444444444444,15.0,17.1893446792357,-2.189344679235699,Medium,Free Period
10,9,7.849722222222222,14.0,10.485264251928,3.5147357480720007,Medium,Free Period
2723,9,6.5313888888888885,15.0,13.3314593886887,1.6685406113113004,Medium,Free Period
2574,9,8.523888888888889,27.0,11.0906068678422,15.9093931321578,High,Free Period
40,9,8.328055555555556,3.5,3.38634937309237,0.11365062690763006,Low,Free Period
27,13,2.5055555555555555,17.5,2.08204487102299,15.41795512897701,High,Free Period
99,6,6.7380555555555555,10.5,6.42057089248103,4.07942910751897,Medium,Free Period
115,8,9.7775,7.0,5.88451824837401,1.1154817516259898,Low,Free Period
27,8,2.6661111111111113,17.5,9.10479257635627,8.39520742364373,High,Free Period
2695,8,8.495,9.0,5.93419298380845,3.06580701619155,Medium,Free Period
2695,8,6.9911111111111115,21.0,14.3660600048596,6.6339399951404,High,Free Period
415,8,5.757777777777778,13.5,5.06155475401744,8.43844524598256,Medium,Free Period
40,9,8.12861111111111,3.5,2.17893988278685,1.32106011721315,Low,Free Period
161,10,6.128888888888889,21.0,10.5107857811215,10.4892142188785,High,Free Period
10,12,4.052222222222222,14.0,2.77832207864297,11.22167792135703,Medium,Free Period
27,14,1.6511111111111112,17.5,2.4423369382493,15.0576630617507,High,Free Period
0,16,0.24305555555555555,7.0,1.83299352594121,5.16700647405879,Low,Free Period
108,8,4.450277777777778,14.0,10.288602152793,3.7113978472069995,Medium,Free Period
115,8,9.659444444444444,7.0,3.0522148817882,3.9477851182118,Low,Free Period
2723,8,7.5247222222222225,15.0,11.6442179377714,3.3557820622286005,Medium,Free Period
125,8,8.2425,15.0,12.0459498020789,2.9540501979211005,Medium,Free Period
2574,9,8.8575,27.0,11.3279408896438,15.6720591103562,High,Free Period
161,9,7.626944444444445,21.0,15.9074603717445,5.0925396282554996,High,Free Period
40,10,7.076388888888889,3.5,2.36414230184882,1.13585769815118,Low,Free Period
10,13,3.4788888888888887,10.5,5.12275652876433,5.37724347123567,Medium,Free Period
0,17,-0.4461111111111111,7.0,1.86085813384653,5.13914186615347,Low,Free Period
161,7,10.078611111111112,15.0,11.3100269142775,3.6899730857224995,Medium,Free Period
99,7,5.192777777777778,10.5,5.79552716143451,4.70447283856549,Medium,Free Period
125,8,8.747222222222222,24.0,9.775538632591,14.224461367409,High,Free Period
97,8,8.860833333333334,15.0,13.6270997734929,1.3729002265071006,Medium,Free Period
115,8,9.690277777777778,7.0,3.20764142294311,3.79235857705689,Low,Free Period
108,8,4.074722222222222,14.0,6.65167362096383,7.34832637903617,Medium,Free Period
2723,8,7.178888888888889,15.0,10.1938777375749,4.8061222624251005,Medium,Free Period
10,9,7.599444444444444,10.5,7.00957786454379,3.4904221354562104,Medium,Free Period
2574,9,8.595,27.0,11.3781114254879,15.6218885745121,High,Free Period
40,9,4.214166666666666,3.5,2.88229251795576,0.6177074820442399,Low,Free Period
299,12,1.5638888888888889,10.5,3.30263935777907,7.19736064222093,Medium,Free Period
2695,7,8.061111111111112,21.0,9.18703972991983,11.81296027008017,High,Free Period
115,8,9.841944444444444,7.0,6.2113781265029,0.7886218734970996,Low,Free Period
2723,8,7.457222222222223,15.0,8.55615946829589,6.44384053170411,Medium,Free Period
27,8,2.2975,14.0,2.43773257042986,11.56226742957014,Medium,Free Period
